#edited
001 B	01/14/2022	07:30:00
002 P	01/14/2022	07:30:00	CLP	AEH	N
003 V	01/14/2022	07:30:00	2	2
004 S	01/14/2022	07:32:21	1	244	1.39	1.3	1	CLP	AEH	2	2		South
005 V	01/14/2022	07:35:35	3	2
006 S	01/14/2022	07:37:14	2	241	1.8	0.9	2	CLP	AEH	3	2		South
007 C	01/14/2022	07:37:31	Calibration: PO: 271, DR 271
008 S	01/14/2022	07:40:46	3	287	1.39	1.3	2	CLP	AEH	3	2		South
009 P	01/14/2022	07:50:55	CLP	AEH	N
010 V	01/14/2022	07:50:55	3	3
011 S	01/14/2022	07:52:38	4	271	1.19	1.6	2	CLP	AEH	3	3		South
012 S	01/14/2022	08:06:19	5	259	1.25	1.5	2	CLP	AEH	3	3		South
013 S	01/14/2022	08:18:02	6	282	1.31	1.4	1	CLP	AEH	3	3		South
014 S	01/14/2022	08:21:13	7	284	1.8	0.9	1	CLP	AEH	3	3		South
015 S	01/14/2022	08:24:21	8	282	2.33	0.6	2	CLP	AEH	3	3		South
016 S	01/14/2022	08:28:12	6	257	1.25	1.5	1	CLP	AEH	3	3		South
017 S	01/14/2022	08:31:00	9	276	2.59	0.5	1	CLP	AEH	3	3		South
018 S	01/14/2022	08:33:57	10	282	1.57	1.1	4	CLP	AEH	3	3		South
019 S	01/14/2022	08:38:44	11	282	1.68	1	1	CLP	AEH	3	3		South
020 S	01/14/2022	08:43:06	11	274	1.47	1.2	1	CLP	AEH	3	3		South
021 S	01/14/2022	08:43:59	8	253	1.57	1.1	2	CLP	AEH	3	3		South
022 S	01/14/2022	08:46:09	10	264	1.57	1.1	4	CLP	AEH	3	3		South
023 S	01/14/2022	08:48:05	8	244	1.47	1.2	2	CLP	AEH	3	3		South
024 S	01/14/2022	08:52:32	10	257	1.47	1.2	4	CLP	AEH	3	3		South
025 S	01/14/2022	08:54:32	12	263	1.39	1.3	2	CLP	AEH	3	3		South
026 S	01/14/2022	08:56:35	13	259	2.12	0.7	1	CLP	AEH	3	3		South
027 S	01/14/2022	08:57:16	12	258	1.47	1.2	2	CLP	AEH	3	3		South
