#edited
001 B	02/14/2022	07:30:00
002 P	02/14/2022	07:30:00	MSL	GEL	N
003 V	02/14/2022	07:30:00	3	3
004 S	02/14/2022	07:41:12	1	254	1.47	1.2	1	MSL	GEL	3	3		South
005 S	02/14/2022	07:47:34	2	243	0.67	3.2	2	MSL	GEL	3	3		North
006 S	02/14/2022	07:50:11	3	270	1.8	0.9	1	MSL	GEL	3	3		South
007 S	02/14/2022	07:52:20	2	265	0.56	3.9	2	MSL	GEL	3	3		North
008 S	02/14/2022	07:58:05	2	272	0.55	4	2	MSL	GEL	3	3		North
009 S	02/14/2022	08:02:15	2	270	0.58	3.8	2	MSL	GEL	3	3		Milling
010 S	02/14/2022	08:10:12	2	280	0.59	3.7	2	MSL	GEL	3	3		North
011 S	02/14/2022	08:58:04	4	283	1.25	1.5	1	MSL	GEL	3	3		South
012 P	02/14/2022	09:00:00	ACH	MSL	N
013 V	02/14/2022	09:00:00	3	3
014 S	02/14/2022	09:18:02	5	255	1.25	1.5	1	ACH	MSL	3	3		South
015 S	02/14/2022	09:25:21	5	245	1.13	1.7	2	ACH	MSL	3	3		South
016 S	02/14/2022	09:40:52	6	275	1.08	1.8	1	ACH	MSL	3	3		South
017 S	02/14/2022	09:49:42	6	241	0.96	2.1	2	ACH	MSL	3	3		South
018 S	02/14/2022	10:10:38	7	283	1.08	1.8	1	ACH	MSL	3	3		South
019 S	02/14/2022	10:16:52	7	263	0.83	2.5	2	ACH	MSL	3	3		South
020 S	02/14/2022	10:28:31	7	243	0.73	2.9	2	ACH	MSL	3	3		South
021 P	02/14/2022	10:30:00	GEL	ACH	N
022 V	02/14/2022	10:30:00	3	3
023 S	02/14/2022	10:50:32	8	262	0.49	4.6	1	GEL	ACH	3	3		South
024 S	02/14/2022	10:57:07	8	244	0.49	4.6	1	GEL	ACH	3	3		South
025 S	02/14/2022	11:04:59	9	241	0.8	2.6	1	GEL	ACH	3	3		South
026 S	02/14/2022	11:09:50	10	246	0.99	2	1	GEL	ACH	3	3		South
027 S	02/14/2022	11:14:56	11	268	0.8	2.6	1	GEL	ACH	3	3		South
028 S	02/14/2022	11:40:27	12	252	0.3	7.8	2	GEL	ACH	3	3		North
030 S	02/14/2022	11:47:46	13	252	1.08	1.8	1	GEL	ACH	3	3		South
031 S	02/14/2022	11:48:23	14	261	0.99	2	2	GEL	ACH	3	3		South
033 S	02/14/2022	11:52:31	13	250	1.47	1.2	1	GEL	ACH	3	3		South
034 P	02/14/2022	12:00:00	MSL	GEL	N
035 V	02/14/2022	12:00:00	4	4
036 S	02/14/2022	12:37:49	15	270	1.08	1.8	1	MSL	GEL	4	4		South
037 S	02/14/2022	13:02:47	16	268	0.99	2	1	MSL	GEL	4	4		South
038 P	02/14/2022	13:30:00	ACH	MSL	N
039 V	02/14/2022	13:30:00	4	4
040 S	02/14/2022	14:37:25	17	275	1.25	1.5	1	ACH	MSL	4	4		South
041 S	02/14/2022	14:50:17	17	240	0.83	2.5	3	ACH	MSL	4	4		South
042 P	02/14/2022	15:00:00	GEL	ACH	N
043 V	02/14/2022	15:00:00	4	4
044 V	02/14/2022	16:10:03	3	4
045 S	02/14/2022	16:19:03	18	252	0.28	8.4	1	GEL	ACH	3	4		North
046 S	02/14/2022	16:19:44	19	287	0.73	2.9	1	GEL	ACH	3	4		South
047 S	02/14/2022	16:23:53	19	279	0.83	2.5	1	GEL	ACH	3	4		South
048 S	02/14/2022	16:28:51	19	260	0.83	2.5	1	GEL	ACH	3	4		South
049 E	02/14/2022	16:30:00
