#edited
001 B	02/16/2022	07:30:00
002 P	02/16/2022	07:30:00	GEL	ACH	N
003 V	02/16/2022	07:30:00	2	3
004 S	02/16/2022	07:36:52	1	275	0.99	2	1	GEL	ACH	2	3		South
005 S	02/16/2022	07:38:06	2	254	0.99	2	1	GEL	ACH	2	3		South
006 S	02/16/2022	07:55:56	3	284	1.08	1.8	1	GEL	ACH	2	3		South
008 S	02/16/2022	07:58:39	3	274	1.08	1.8	2	GEL	ACH	2	3		South
009 S	02/16/2022	08:06:48	4	287	1.31	1.4	1	GEL	ACH	2	3		South
010 V	02/16/2022	08:09:02	3	3
011 S	02/16/2022	08:15:57	5	246	1.39	1.3	1	GEL	ACH	3	3		South
012 S	02/16/2022	08:16:28	4	267	1.31	1.4	2	GEL	ACH	3	3		South
013 S	02/16/2022	08:41:39	6	277	0.83	2.5	1	GEL	ACH	3	3		South
014 S	02/16/2022	08:51:36	6	249	0.83	2.5	2	GEL	ACH	3	3		South
015 P	02/16/2022	09:00:00	MSL	GEL	N
016 V	02/16/2022	09:00:00	4	3
017 S	02/16/2022	09:09:13	7	267	1.25	1.5	2	MSL	GEL	4	3		North
018 S	02/16/2022	09:16:09	7	281	1.47	1.2	2	MSL	GEL	4	3		North
019 P	02/16/2022	10:30:00	ACH	MSL	N
020 V	02/16/2022	10:30:00	4	3
021 S	02/16/2022	10:32:12	8	265	0.58	3.8	2	ACH	MSL	4	3		South
022 P	02/16/2022	12:00:00	GEL	ACH	N
023 V	02/16/2022	12:00:00	4	3
024 S	02/16/2022	12:37:20	9	272	0.34	6.8	1	GEL	ACH	4	3		North
025 S	02/16/2022	12:39:33	9	283	0.34	6.8	1	GEL	ACH	4	3		Milling
026 S	02/16/2022	12:42:18	9	289	0.34	6.8	1	GEL	ACH	4	3		North
027 S	02/16/2022	13:14:14	10	240	1.08	1.8	1	GEL	ACH	4	3		South
028 P	02/16/2022	13:30:00	MSL	GEL	N
029 V	02/16/2022	13:30:00	4	3
030 S	02/16/2022	13:36:29	11	268	1.08	1.8	1	MSL	GEL	4	3		South
031 P	02/16/2022	15:00:00	ACH	MSL	N
032 V	02/16/2022	15:00:00	4	4
033 S	02/16/2022	15:13:35	12	278	0.99	2	1	ACH	MSL	4	4		South
034 S	02/16/2022	15:24:23	12	232	0.92	2.2	1	ACH	MSL	4	4		South
035 S	02/16/2022	16:21:19	13	278	0.71	3	1	ACH	MSL	4	4		South
036 S	02/16/2022	16:22:47	13	269	0.62	3.5	1	ACH	MSL	4	4		South
037 S	02/16/2022	16:26:03	13	245	0.62	3.5	2	ACH	MSL	4	4		South
038 E	02/16/2022	16:30:00
