045 S	01/03/2022	11:02:02	29	258	0.55	4	4	TXE	MSL	2	3		South
046 S	01/03/2022	11:06:42	28	263	0.71	3	2	TXE	MSL	2	3		South
047 S	01/03/2022	11:18:51	30	266	0.83	2.5	1	TXE	MSL	2	3		South
048 S	01/03/2022	11:22:04	31	280	1.25	1.5	2	TXE	MSL	2	3		South
049 S	01/03/2022	11:28:28	32	282	0.71	3	1	TXE	MSL	2	3		South
050 E	01/03/2022	11:30:00
051 C	01/03/2022	11:30:21	working with just 2 observers, 1hr late start, 1hr break now
052 B	01/03/2022	12:30:00
053 P	01/03/2022	12:30:00	MSL	TXE	N
054 V	01/03/2022	12:30:00	4	3
055 S	01/03/2022	12:36:17	33	248	0.99	2	2	MSL	TXE	4	3		South
056 S	01/03/2022	13:03:53	34	288	3.37	0.3	3	MSL	TXE	4	3		South
057 S	01/03/2022	13:22:38	34	275	2.92	0.4	3	MSL	TXE	4	3		South
058 S	01/03/2022	13:27:21	35	260	0.45	5	1	MSL	TXE	4	3		South
059 S	01/03/2022	13:29:51	36	285	1.68	1	2	MSL	TXE	4	3		South
060 S	01/03/2022	13:30:02	37	279	1.25	1.5	1	MSL	TXE	4	3		South
061 S	01/03/2022	13:32:09	34	266	2.59	0.5	3	MSL	TXE	4	3		South
062 S	01/03/2022	13:33:24	37	273	1.19	1.6	1	MSL	TXE	4	3		South
063 S	01/03/2022	13:36:09	38	285	1.68	1	1	MSL	TXE	4	3		South
064 S	01/03/2022	13:38:41	39	262	1.8	0.9	3	MSL	TXE	4	3		South
065 S	01/03/2022	13:39:40	36	272	1.57	1.1	2	MSL	TXE	4	3		South
066 S	01/03/2022	13:43:25	37	246	0.99	2	1	MSL	TXE	4	3		South
067 S	01/03/2022	13:43:59	38	270	1.47	1.2	1	MSL	TXE	4	3		South
068 S	01/03/2022	13:46:08	41	260	1.68	1	1	MSL	TXE	4	3		South
069 S	01/03/2022	13:47:26	42	282	2.59	0.5	2	MSL	TXE	4	3		South
070 S	01/03/2022	13:48:23	39	249	1.68	1	3	MSL	TXE	4	3		South
073 S	01/03/2022	13:51:28	38	260	1.47	1.2	1	MSL	TXE	4	3		South
074 S	01/03/2022	13:53:33	43	280	2.59	0.5	2	MSL	TXE	4	3		South
075 P	01/03/2022	14:00:00	TXE	MSL	N
076 V	01/03/2022	14:00:00	4	3
077 S	01/03/2022	14:01:31	42	267	2.12	0.7	2	TXE	MSL	4	3		South
078 S	01/03/2022	14:04:18	44	262	1.68	1	2	TXE	MSL	4	3		South
079 S	01/03/2022	14:07:30	42	258	1.95	0.8	2	TXE	MSL	4	3		South
080 S	01/03/2022	14:09:02	43	260	2.12	0.7	2	TXE	MSL	4	3		South
081 S	01/03/2022	14:12:14	44	248	1.68	1	2	TXE	MSL	4	3		South
082 S	01/03/2022	14:12:39	45	286	1.68	1	2	TXE	MSL	4	3		South
083 S	01/03/2022	14:16:21	42	248	1.68	1	2	TXE	MSL	4	3		South
084 S	01/03/2022	14:18:12	45	279	1.39	1.3	2	TXE	MSL	4	3		South
085 S	01/03/2022	14:22:31	46	288	1.25	1.5	2	TXE	MSL	4	3		South
086 S	01/03/2022	14:25:10	45	270	1.13	1.7	2	TXE	MSL	4	3		South
087 S	01/03/2022	14:28:06	47	288	0.5	4.5	1	TXE	MSL	4	3		South
088 S	01/03/2022	14:30:04	46	274	0.96	2.1	2	TXE	MSL	4	3		South
090 S	01/03/2022	14:34:58	49	272	0.55	4	2	TXE	MSL	4	3		South
091 S	01/03/2022	14:39:51	50	273	0.71	3	1	TXE	MSL	4	3		South
092 S	01/03/2022	14:47:20	50	248	0.62	3.5	1	TXE	MSL	4	3		South
093 S	01/03/2022	14:50:33	51	285	1.68	1	2	TXE	MSL	4	3		South
094 S	01/03/2022	14:56:22	51	276	1.47	1.2	2	TXE	MSL	4	3		South
095 S	01/03/2022	15:01:05	52	278	0.99	2	1	TXE	MSL	4	3		South
096 V	01/03/2022	15:01:45	4	4
097 V	01/03/2022	15:06:14	4	3
098 C	01/03/2022	15:06:21	small fog bank now out of our study area
099 S	01/03/2022	15:08:31	51	265	1.25	1.5	2	TXE	MSL	4	3		South
100 S	01/03/2022	15:14:17	51	255	1.19	1.6	2	TXE	MSL	4	3		South
101 S	01/03/2022	15:15:15	53	279	1.25	1.5	2	TXE	MSL	4	3		South
102 S	01/03/2022	15:15:37	54	285	2.59	0.5	2	TXE	MSL	4	3		South
103 S	01/03/2022	15:20:36	55	285	0.83	2.5	3	TXE	MSL	4	3		South
104 S	01/03/2022	15:26:35	56	270	1.68	1	3	TXE	MSL	4	3		South
105 S	01/03/2022	15:30:00	57	271	0.55	4	5	TXE	MSL	4	3		South
106 E	01/03/2022	15:30:00	end 1 hr early due to only having 2 observers
