#edited
001 B	01/03/2022	08:30:00
002 P	01/03/2022	08:30:00	MSL	TXE	N
003 V	01/03/2022	08:30:00	2	2
004 S	01/03/2022	08:31:05	1	272	1.25	1.5	2	MSL	TXE	2	2		South
005 S	01/03/2022	08:40:26	1	251	1.08	1.8	3	MSL	TXE	2	2		South
006 S	01/03/2022	08:43:11	2	281	1.95	0.8	2	MSL	TXE	2	2		South
007 S	01/03/2022	08:46:11	3	265	1.47	1.2	3	MSL	TXE	2	2		South
008 S	01/03/2022	08:51:26	4	272	1.25	1.5	4	MSL	TXE	2	2		South
009 S	01/03/2022	08:53:34	5	252	1.13	1.7	2	MSL	TXE	2	2		South
010 S	01/03/2022	08:55:53	6	288	1.68	1	1	MSL	TXE	2	2		South
011 S	01/03/2022	08:57:06	7	280	1.47	1.2	1	MSL	TXE	2	2		South
012 S	01/03/2022	08:59:12	8	285	1.8	0.9	1	MSL	TXE	2	2		South
013 S	01/03/2022	09:02:57	9	270	1.68	1	4	MSL	TXE	2	2		South
014 S	01/03/2022	09:04:35	10	255	1.19	1.6	2	MSL	TXE	2	2		South
015 S	01/03/2022	09:06:55	11	245	2.59	0.5	2	MSL	TXE	2	2		South
016 S	01/03/2022	09:08:51	12	281	2.59	0.5	2	MSL	TXE	2	2		South
017 S	01/03/2022	09:11:35	13	243	2.33	0.6	1	MSL	TXE	2	2		South
018 S	01/03/2022	09:12:39	9	255	1.47	1.2	4	MSL	TXE	2	2		South
019 S	01/03/2022	09:17:03	15	265	1.19	1.6	1	MSL	TXE	2	2		South
020 S	01/03/2022	09:21:21	16	274	1.68	1	1	MSL	TXE	2	2		South
021 S	01/03/2022	09:21:52	16	272	1.8	0.9	2	MSL	TXE	2	2		South
022 S	01/03/2022	09:26:31	17	250	1.25	1.5	1	MSL	TXE	2	2		South
023 S	01/03/2022	09:27:44	18	284	1.25	1.5	2	MSL	TXE	2	2		South
024 S	01/03/2022	09:31:58	19	259	1.8	0.9	2	MSL	TXE	2	2		South
025 S	01/03/2022	09:34:25	18	272	1.08	1.8	2	MSL	TXE	2	2		South
026 C	01/03/2022	09:37:45	Risso's at 250. 3.5 reticles. best 22. slowly moving N
027 S	01/03/2022	09:39:47	21	270	0.18	13	2	MSL	TXE	2	2	Mother-calf pair	South
028 S	01/03/2022	09:45:59	22	283	1.08	1.8	1	MSL	TXE	2	2		South
029 S	01/03/2022	09:49:47	22	274	0.99	2	2	MSL	TXE	2	2		South
030 S	01/03/2022	09:52:37	23	263	0.28	8.5	2	MSL	TXE	2	2		South
031 P	01/03/2022	10:00:00	TXE	MSL	N
032 V	01/03/2022	10:00:00	2	2
033 S	01/03/2022	10:05:15	24	270	0.45	5	4	TXE	MSL	2	2		South
034 V	01/03/2022	10:15:22	2	3
035 S	01/03/2022	10:18:37	25	281	0.92	2.2	2	TXE	MSL	2	3		South
036 S	01/03/2022	10:23:10	25	267	0.83	2.5	2	TXE	MSL	2	3		South
038 S	01/03/2022	10:42:37	26	289	0.99	2	6	TXE	MSL	2	3		South
039 S	01/03/2022	10:51:35	26	278	0.71	3	6	TXE	MSL	2	3		South
042 S	01/03/2022	10:58:03	28	288	1.08	1.8	2	TXE	MSL	2	3		South
043 S	01/03/2022	10:58:31	29	268	0.55	4.0	4	TXE	MSL	2	3		South
044 S	01/03/2022	11:01:05	27	245	0.62	3.5	2	TXE	MSL	2	3		South
