#edited
001 B	02/08/2022	07:30:00
002 P	02/08/2022	07:30:00	PCF	MSL	N
003 V	02/08/2022	07:30:00	2	3
004 S	02/08/2022	07:38:49	1	240	0.89	2.3	5	PCF	MSL	2	3		South
005 S	02/08/2022	07:40:16	2	264	1.19	1.6	2	PCF	MSL	2	3		South
006 S	02/08/2022	07:45:25	3	260	1.25	1.5	1	PCF	MSL	2	3		South
008 S	02/08/2022	07:51:25	4	266	1.31	1.4	1	PCF	MSL	2	3		South
009 S	02/08/2022	07:52:42	3	245	1.04	1.9	2	PCF	MSL	2	3		South
010 S	02/08/2022	08:05:37	4	232	1.04	1.9	1	PCF	MSL	2	3		South
011 S	02/08/2022	08:06:42	5	275	1.25	1.5	2	PCF	MSL	2	3		South
012 S	02/08/2022	08:19:11	5	245	1.08	1.8	2	PCF	MSL	2	3		South
013 C	02/08/2022	08:22:42	vis note:  sun is up and close vis is better but keeping vis 3 due to heavy haze/light fog especially from .8ret to horizon
014 S	02/08/2022	08:40:47	6	276	0.89	2.3	2	PCF	MSL	2	3		South
015 S	02/08/2022	08:44:35	6	263	0.86	2.4	2	PCF	MSL	2	3		South
016 S	02/08/2022	08:52:22	6	242	0.8	2.6	2	PCF	MSL	2	3		South
017 P	02/08/2022	09:00:00	BHT	PCF	N
018 V	02/08/2022	09:00:00	2	2
021 S	02/08/2022	09:49:17	8	282	1.47	1.2	3	BHT	PCF	2	2		South
022 S	02/08/2022	09:52:45	8	271	1.19	1.6	3	BHT	PCF	2	2		South
023 S	02/08/2022	10:06:47	8	238	0.96	2.1	3	BHT	PCF	2	2		South
024 P	02/08/2022	10:30:00	MSL	BHT	N
025 V	02/08/2022	10:30:00	2	2
026 C	02/08/2022	10:51:13	GRAMPUS, RET 6, 225, NORTHBOUND, B 15 H 20 L 15:  these animals actually stopped and milled back and forth/in and out for 1/2hr
027 P	02/08/2022	12:00:00	PCF	MSL	N
028 V	02/08/2022	12:00:00	2	2
029 C	02/08/2022	12:01:55	vis note: maintaining vis 2 for now but Line of bft 4 way offshore-.5 ret to horizon
030 S	02/08/2022	13:14:25	9	285	0.8	2.6	1	PCF	MSL	2	2		South
031 S	02/08/2022	13:16:50	10	269	1.95	0.8	1	PCF	MSL	2	2		South
032 V	02/08/2022	13:18:03	2	3
033 S	02/08/2022	13:22:43	10	260	1.68	1	1	PCF	MSL	2	3		South
034 S	02/08/2022	13:24:07	9	241	0.62	3.5	1	PCF	MSL	2	3		South
035 S	02/08/2022	13:27:55	10	253	1.68	1	1	PCF	MSL	2	3		South
036 P	02/08/2022	13:30:00	BHT	PCF	N
037 V	02/08/2022	13:30:00	2	3
038 S	02/08/2022	13:31:50	10	248	1.68	1	1	BHT	PCF	2	3		South
040 V	02/08/2022	13:32:50	2	3
041 S	02/08/2022	13:35:12	10	243	1.57	1.1	2	BHT	PCF	2	3		South
042 S	02/08/2022	13:35:38	11	261	1.68	1	1	BHT	PCF	2	3		South
043 S	02/08/2022	13:43:08	12	248	1.25	1.5	3	BHT	PCF	2	3		South
044 S	02/08/2022	13:44:38	11	248	1.47	1.2	2	BHT	PCF	2	3		South
046 S	02/08/2022	13:46:18	11	233	1.57	1.1	2	BHT	PCF	2	3		South
047 S	02/08/2022	14:00:15	13	283	0.86	2.4	1	BHT	PCF	2	3		South
048 S	02/08/2022	14:02:21	13	280	0.78	2.7	1	BHT	PCF	2	3		South
049 S	02/08/2022	14:04:48	13	266	0.69	3.1	1	BHT	PCF	2	3		South
050 S	02/08/2022	14:08:10	13	248	0.59	3.7	1	BHT	PCF	2	3		South
051 V	02/08/2022	14:37:40	3	3
052 S	02/08/2022	14:45:24	14	243	0.67	3.2	2	BHT	PCF	3	3		North
053 S	02/08/2022	14:59:04	15	280	0.52	4.3	1	BHT	PCF	3	3		South
054 S	02/08/2022	14:59:36	14	261	0.99	2	2	BHT	PCF	3	3		North
055 P	02/08/2022	15:00:00	MSL	BHT	N
056 V	02/08/2022	15:00:00	3	3
057 S	02/08/2022	15:05:14	14	276	1.08	1.8	2	MSL	BHT	3	3		North
059 S	02/08/2022	16:14:53	18	281	1.39	1.3	2	MSL	BHT	3	3		South
060 S	02/08/2022	16:23:59	18	265	1.25	1.5	2	MSL	BHT	3	3		South
061 E	02/08/2022	16:30:00
