#edited
003 B	02/10/2022	07:30:00
004 P	02/10/2022	07:30:00	MSL	BHT	N
005 V	02/10/2022	07:30:00	2	3
006 S	02/10/2022	07:58:52	1	241	1.04	1.9	1	MSL	BHT	2	3		North
008 V	02/10/2022	08:10:08	2	2
009 S	02/10/2022	08:13:20	1	261	0.99	2	2	MSL	BHT	2	2		North
010 S	02/10/2022	08:27:51	2	265	0.58	3.8	1	MSL	BHT	2	2		South
011 S	02/10/2022	08:30:08	2	251	0.55	4	1	MSL	BHT	2	2		South
012 P	02/10/2022	09:00:00	PCF	MSL	N
013 V	02/10/2022	09:00:00	2	2
014 P	02/10/2022	10:30:00	BHT	PCF	N
015 V	02/10/2022	10:30:00	2	2
016 S	02/10/2022	10:44:16	3	254	1.13	1.7	2	BHT	PCF	2	2		South
017 P	02/10/2022	12:00:00	MSL	BHT	N
018 V	02/10/2022	12:00:00	2	2
019 S	02/10/2022	12:35:00	4	275	0.99	2	1	MSL	BHT	2	2		South
020 S	02/10/2022	12:45:20	4	248	0.75	2.8	2	MSL	BHT	2	2		South
021 P	02/10/2022	13:30:00	PCF	MSL	N
022 V	02/10/2022	13:30:00	2	2
023 S	02/10/2022	14:02:14	5	253	0.92	2.2	2	PCF	MSL	2	2		North
024 S	02/10/2022	14:32:00	6	247	1.08	1.8	1	PCF	MSL	2	2		South
025 S	02/10/2022	14:39:34	6	226	1.08	1.8	2	PCF	MSL	2	2		South
026 P	02/10/2022	15:00:00	BHT	PCF	N
027 V	02/10/2022	15:00:00	2	2
028 S	02/10/2022	15:04:26	7	264	1.68	1	1	BHT	PCF	2	2		South
029 S	02/10/2022	15:10:57	7	256	1.47	1.2	3	BHT	PCF	2	2		South
030 S	02/10/2022	15:28:20	7	242	1.39	1.3	5	BHT	PCF	2	2		South
031 S	02/10/2022	15:42:17	9	291	1.95	0.8	1	BHT	PCF	2	2		South
032 S	02/10/2022	15:45:35	9	290	1.95	0.8	1	BHT	PCF	2	2		South
033 S	02/10/2022	15:49:27	9	287	1.8	0.9	1	BHT	PCF	2	2		South
034 S	02/10/2022	15:52:41	9	279	1.8	0.9	1	BHT	PCF	2	2		South
035 S	02/10/2022	16:02:18	10	279	1.47	1.2	1	BHT	PCF	2	2		South
036 S	02/10/2022	16:03:48	9	265	1.57	1.1	1	BHT	PCF	2	2		South
037 S	02/10/2022	16:07:58	10	270	1.25	1.5	1	BHT	PCF	2	2		South
038 S	02/10/2022	16:13:27	11	245	1.68	1	1	BHT	PCF	2	2		South
039 S	02/10/2022	16:14:19	10	252	1.08	1.8	1	BHT	PCF	2	2		South
040 S	02/10/2022	16:17:43	9	238	1.25	1.5	1	BHT	PCF	2	2		South
041 S	02/10/2022	16:18:56	11	240	1.57	1.1	1	BHT	PCF	2	2		South
042 E	02/10/2022	16:30:00
