#edited
001 B	02/04/2022	07:30:00
002 P	02/04/2022	07:30:00	DWW	DXB	N
003 V	02/04/2022	07:30:00	2	3
004 S	02/04/2022	08:32:54	1	268	1.08	1.8	1	DWW	DXB	2	3		South
005 S	02/04/2022	08:41:39	2	278	1.47	1.2	1	DWW	DXB	2	3		South
006 S	02/04/2022	08:49:13	3	261	0.96	2.1	1	DWW	DXB	2	3		South
007 P	02/04/2022	09:00:00	BLH	DWW	N
008 V	02/04/2022	09:00:00	2	3
009 S	02/04/2022	10:08:40	4	290	1.13	1.7	2	BLH	DWW	2	3		South
010 S	02/04/2022	10:13:18	4	282	0.99	2	4	BLH	DWW	2	3		South
011 S	02/04/2022	10:21:46	4	263	0.92	2.2	4	BLH	DWW	2	3		South
012 S	02/04/2022	10:29:45	4	252	0.83	2.5	4	BLH	DWW	2	3		South
013 P	02/04/2022	10:30:00	DXB	BLH	N
014 V	02/04/2022	10:30:00	2	3
015 S	02/04/2022	10:38:36	5	291	1.47	1.2	2	DXB	BLH	2	3		South
016 S	02/04/2022	10:45:34	5	278	1.25	1.5	2	DXB	BLH	2	3		South
017 S	02/04/2022	10:54:53	5	254	1.08	1.8	2	DXB	BLH	2	3		South
018 S	02/04/2022	11:16:34	6	281	1.47	1.2	2	DXB	BLH	2	3		South
019 S	02/04/2022	11:20:13	6	275	1.47	1.2	3	DXB	BLH	2	3		South
020 C	02/04/2022	11:22:01	Tursiops-just w rock outcroping-4 tight individuals
021 S	02/04/2022	11:25:42	7	286	1.68	1	3	DXB	BLH	2	3		South
022 S	02/04/2022	11:30:19	8	260	0.92	2.2	1	DXB	BLH	2	3		South
024 S	02/04/2022	11:47:09	7	257	1.39	1.3	3	DXB	BLH	2	3		South
026 P	02/04/2022	12:00:00	DWW	DXB	N
027 V	02/04/2022	12:00:00	2	2
028 S	02/04/2022	12:10:39	10	288	2.12	0.7	1	DWW	DXB	2	2		South
029 C	02/04/2022	12:12:38	There are 6 Tursiops going south now, right out front, very near rocks.
030 S	02/04/2022	12:19:20	10	278	1.95	0.8	4	DWW	DXB	2	2		South
031 S	02/04/2022	12:29:21	10	264	1.57	1.1	4	DWW	DXB	2	2		South
032 S	02/04/2022	12:37:33	10	250	1.47	1.2	4	DWW	DXB	2	2		South
033 P	02/04/2022	13:30:00	BLH	DWW	N
034 V	02/04/2022	13:30:00	2	2
035 V	02/04/2022	14:13:59	2	3
036 S	02/04/2022	14:49:03	11	262	0.71	3	3	BLH	DWW	2	3		South
037 S	02/04/2022	14:57:27	12	284	1.08	1.8	1	BLH	DWW	2	3		South
038 P	02/04/2022	15:00:00	DXB	BLH	N
039 V	02/04/2022	15:00:00	2	3
040 S	02/04/2022	15:08:20	13	282	1.08	1.8	3	DXB	BLH	2	3		South
041 S	02/04/2022	15:20:52	14	267	1.08	1.8	4	DXB	BLH	2	3		South
042 S	02/04/2022	15:28:23	14	243	0.96	2.1	4	DXB	BLH	2	3		South
043 S	02/04/2022	15:46:17	15	288	1.68	1	1	DXB	BLH	2	3		South
044 P	02/04/2022	15:46:51	DXB	BLH	N
045 V	02/04/2022	15:46:51	2	3
046 S	02/04/2022	15:50:55	15	281	1.57	1.1	2	DXB	BLH	2	3		South
047 S	02/04/2022	15:56:35	15	275	1.47	1.2	2	DXB	BLH	2	3		South
048 S	02/04/2022	16:01:49	15	264	1.39	1.3	2	DXB	BLH	2	3		South
049 S	02/04/2022	16:05:44	15	257	1.25	1.5	3	DXB	BLH	2	3		South
050 S	02/04/2022	16:11:36	16	252	1.95	0.8	2	DXB	BLH	2	3		South
051 S	02/04/2022	16:14:51	17	289	1.68	1	3	DXB	BLH	2	3		South
052 S	02/04/2022	16:23:52	17	277	1.39	1.3	5	DXB	BLH	2	3		South
053 S	02/04/2022	16:25:45	18	271	2.59	0.5	2	DXB	BLH	2	3		South
054 E	02/04/2022	16:30:00
