#edited
001 B	01/07/2022	08:30:00
002 P	01/07/2022	08:30:00	MSL	TXE	N
003 V	01/07/2022	08:30:00	1	3
004 S	01/07/2022	08:51:15	1	243	1.13	1.7	1	MSL	TXE	1	3		South
005 C	01/07/2022	08:55:49	Binocs off by 3 degrees (MLS 259, TXE, 262)
006 S	01/07/2022	09:36:33	2	289	1.47	1.2	3	MSL	TXE	1	3		South
007 S	01/07/2022	09:41:50	2	281	1.19	1.6	3	MSL	TXE	1	3		South
009 S	01/07/2022	09:47:52	2	267	0.99	2	3	MSL	TXE	1	3		South
010 S	01/07/2022	09:57:08	4	285	1.95	0.8	1	MSL	TXE	1	3		South
011 P	01/07/2022	10:00:00	TXE	MSL	N
012 V	01/07/2022	10:00:00	1	3
013 S	01/07/2022	10:04:41	5	281	1.68	1	2	TXE	MSL	1	3		South
014 S	01/07/2022	10:12:53	6	279	1.47	1.2	1	TXE	MSL	1	3		South
015 S	01/07/2022	10:14:54	5	260	1.31	1.4	2	TXE	MSL	1	3		South
016 S	01/07/2022	10:21:13	6	259	1.25	1.5	1	TXE	MSL	1	3		South
017 S	01/07/2022	10:41:00	7	263	0.71	3	1	TXE	MSL	1	3		South
018 S	01/07/2022	11:09:18	8	276	1.08	1.8	1	TXE	MSL	1	3		South
019 S	01/07/2022	11:17:33	8	240	0.78	2.7	1	TXE	MSL	1	3		South
020 C	01/07/2022	11:18:59	tursiops: B5-H8-L3. southbound close to coast
021 S	01/07/2022	11:25:44	9	289	2.59	0.5	2	TXE	MSL	1	3		South
022 E	01/07/2022	11:30:00
023 C	01/07/2022	11:31:24	end watch for break due to only 2 observers this week
024 B	01/07/2022	13:00:00
025 P	01/07/2022	13:00:00	MSL	TXE	N
026 V	01/07/2022	13:00:00	2	3
027 S	01/07/2022	13:00:49	10	244	1.80	0.9	2	MSL	TXE	2	3		South
028 S	01/07/2022	13:37:51	11	289	2.92	0.4	1	MSL	TXE	2	3		South
029 S	01/07/2022	13:39:29	12	257	2.12	0.7	2	MSL	TXE	2	3		South
030 C	01/07/2022	13:51:40	Tursiops B 8, H 12, L 5, with sea lions, southbound
031 S	01/07/2022	13:59:03	13	268	1.68	1	1	MSL	TXE	2	3		South
032 S	01/07/2022	14:00:33	11	268	2.59	0.5	1	MSL	TXE	2	3		South
033 S	01/07/2022	14:14:51	13	245	1.8	0.9	1	MSL	TXE	2	3		South
034 S	01/07/2022	14:15:59	14	286	2.59	0.5	1	MSL	TXE	2	3		South
035 S	01/07/2022	14:19:22	14	280	2.59	0.5	2	MSL	TXE	2	3		South
036 S	01/07/2022	14:22:33	15	287	2.59	0.5	1	MSL	TXE	2	3		South
037 S	01/07/2022	14:24:56	16	278	1.8	0.9	1	MSL	TXE	2	3		South
038 P	01/07/2022	14:30:00	TXE	MSL	N
039 V	01/07/2022	14:30:00	2	3
040 S	01/07/2022	14:31:41	14	263	1.95	0.8	2	TXE	MSL	2	3		South
041 S	01/07/2022	14:35:49	15	274	2.59	0.5	1	TXE	MSL	2	3		South
042 S	01/07/2022	14:38:52	15	270	2.33	0.6	1	TXE	MSL	2	3		South
043 S	01/07/2022	14:40:44	16	260	1.68	1	2	TXE	MSL	2	3		South
044 S	01/07/2022	14:41:45	15	266	2.12	0.7	1	TXE	MSL	2	3		South
045 S	01/07/2022	14:44:26	16	255	1.68	1	2	TXE	MSL	2	3		South
046 S	01/07/2022	14:45:12	14	240	1.68	1	2	TXE	MSL	2	3		South
047 S	01/07/2022	14:51:25	15	257	2.59	0.5	2	TXE	MSL	2	3		South
048 C	01/07/2022	15:00:22	grampus: ret1.2 242deg. B15-H25-L12. northbound.one doing head slaps
049 S	01/07/2022	15:05:40	17	242	0.53	4.2	1	TXE	MSL	2	3		South
050 S	01/07/2022	15:08:38	18	260	1.95	0.8	1	TXE	MSL	2	3		South
051 S	01/07/2022	15:14:23	18	252	1.8	0.9	2	TXE	MSL	2	3		South
052 S	01/07/2022	15:15:35	19	279	1.68	1	2	TXE	MSL	2	3		South
053 S	01/07/2022	15:17:18	20	289	1.68	1	7	TXE	MSL	2	3		South
054 S	01/07/2022	15:25:00	20	282	1.25	1.5	7	TXE	MSL	2	3		South
055 S	01/07/2022	15:25:15	21	272	4.01	0.2	1	TXE	MSL	2	3		South
056 S	01/07/2022	15:28:09	20	273	0.99	2	9	TXE	MSL	2	3		South
057 S	01/07/2022	15:29:47	19	250	1.25	1.5	2	TXE	MSL	2	3		South
058 S	01/07/2022	15:30:25	22	284	1.39	1.3	1	TXE	MSL	2	3		South
059 S	01/07/2022	15:35:55	22	270	1.25	1.5	2	TXE	MSL	2	3		South
060 S	01/07/2022	15:38:00	21	265	4.01	0.2	2	TXE	MSL	2	3		South
063 S	01/07/2022	15:47:06	24	282	0.99	2	1	TXE	MSL	2	3		South
064 S	01/07/2022	15:56:16	21	253	3.37	0.3	2	TXE	MSL	2	3		South
065 E	01/07/2022	16:00:00
066 C	01/07/2022	16:00:07	off effort and end of day due to 2 person watch
