#edited
003 B	01/04/2024	07:30:00
004 P	01/04/2024	07:30:00	ARL	JAP	N
005 V	01/04/2024	07:30:00	3	3
006 P	01/04/2024	09:00:19	PCF	ARL	N
007 V	01/04/2024	09:00:19	3	2
008 S	01/04/2024	09:46:23	1	254	0.83	2.5	2	PCF	ARL	3	2		South
009 P	01/04/2024	10:30:00	JAP	PCF	N
010 V	01/04/2024	10:30:00	3	2
011 C	01/04/2024	11:09:02	Bino. cal. PO 266 DR 267
012 S	01/04/2024	11:13:45	2	283	1.47	1.2	1	JAP	PCF	3	2		South
013 S	01/04/2024	11:20:20	2	269	1.25	1.5	1	JAP	PCF	3	2		South
014 S	01/04/2024	11:28:13	2	247	1.08	1.8	1	JAP	PCF	3	2		South
015 S	01/04/2024	11:32:26	3	243	0.55	4	1	JAP	PCF	3	2		South
016 V	01/04/2024	11:37:49	4	3
017 S	01/04/2024	11:44:32	4	267	0.92	2.2	1	JAP	PCF	4	3		South
018 S	01/04/2024	11:48:10	4	248	0.83	2.5	1	JAP	PCF	4	3		South
019 P	01/04/2024	12:00:00	ARL	JAP	N
020 V	01/04/2024	12:00:00	4	3
021 S	01/04/2024	12:06:38	5	266	1.08	1.8	1	ARL	JAP	4	3		South
022 S	01/04/2024	12:21:44	6	272	0.92	2.2	1	ARL	JAP	4	3		South
023 P	01/04/2024	13:30:00	PCF	ARL	N
024 V	01/04/2024	13:30:00	4	3
025 S	01/04/2024	14:35:34	7	256	2.33	0.6	1	PCF	ARL	4	3		South
026 S	01/04/2024	14:41:05	7	246	2.33	0.6	1	PCF	ARL	4	3		South
027 S	01/04/2024	14:46:01	8	243	0.83	2.5	1	PCF	ARL	4	3		South
028 P	01/04/2024	15:00:00	JAP	PCF	N
029 V	01/04/2024	15:00:00	4	4
030 S	01/04/2024	15:55:39	9	287	0.99	2	1	JAP	PCF	4	4		South
031 S	01/04/2024	15:59:25	9	278	0.83	2.5	1	JAP	PCF	4	4		South
032 S	01/04/2024	16:06:26	10	265	0.71	3	2	JAP	PCF	4	4		South
033 S	01/04/2024	16:09:23	11	284	0.99	2	2	JAP	PCF	4	4		South
034 S	01/04/2024	16:13:08	10	250	0.75	2.8	2	JAP	PCF	4	4		South
035 S	01/04/2024	16:13:41	11	270	0.8	2.6	2	JAP	PCF	4	4		South
036 S	01/04/2024	16:16:03	11	260	0.75	2.8	2	JAP	PCF	4	4		South
037 S	01/04/2024	16:22:25	11	245	0.71	3	2	JAP	PCF	4	4		South
038 E	01/04/2024	16:30:00
