001	B	02/16/2023	07:30:00											
002	P	02/16/2023	07:32:02	GEL	BLH	N								
003	V	02/16/2023	07:32:02	2	3									
005	S	02/16/2023	08:26:58	1	269	0.55	4	1	GEL	BLH	2	3		South
006	S	02/16/2023	08:28:35	1	267	0.55	4	2	GEL	BLH	2	3		South
007	S	02/16/2023	08:33:54	1	234	0.38	6	2	GEL	BLH	2	3		South
008	C	02/16/2023	08:43:27	unid delphinid 1-2-1 traveling north										
009	P	02/16/2023	09:00:00	JDR	GEL	N								
010	V	02/16/2023	09:00:00	2	3									
011	P	02/16/2023	10:30:00	BLH	JDR	N								
012	V	02/16/2023	10:30:00	2	3									
013	S	02/16/2023	11:25:24	2	288	0.83	2.5	1	BLH	JDR	2	3		South
014	S	02/16/2023	11:28:50	2	282	0.71	3	1	BLH	JDR	2	3		South
015	S	02/16/2023	11:32:09	2	274	0.71	3	1	BLH	JDR	2	3		South
016	S	02/16/2023	11:34:37	2	266	0.75	2.8	2	BLH	JDR	2	3		South
018	C	02/16/2023	11:59:42	BND 6-8-5 travelling north										
019	P	02/16/2023	12:00:00	GEL	BLH	N								
020	V	02/16/2023	12:00:38	2	3									
022	V	02/16/2023	12:07:02	3	3									
023	V	02/16/2023	12:24:50	4	4									
024	V	02/16/2023	13:00:39	5	5									
025	C	02/16/2023	13:00:51	sustained wind from S causing poor visibility										
026	E	02/16/2023	13:01:12											
