001	B	02/21/2023	07:30:00											
002	P	02/21/2023	07:30:03	DWW	SRB	N								
003	V	02/21/2023	07:30:03	4	4									
004	C	02/21/2023	08:53:46	NORTHBOUND TURSIOPS 4-5-4										
005	P	02/21/2023	09:00:00	KAF	DWW	N								
006	V	02/21/2023	09:00:00	4	4									
007	V	02/21/2023	10:04:31	5	4									
008	E	02/21/2023	10:04:45											
