001	B	02/09/2023	07:30:00											
002	P	02/09/2023	07:30:00	NMK	AEH	N								
003	V	02/09/2023	07:30:00	2	4									
004	S	02/09/2023	07:34:55	1	278	0.58	3.8	1	NMK	AEH	2	4		South
005	P	02/09/2023	09:00:00	DXB	NMK	N								
006	V	02/09/2023	09:00:00	2	3									
007	S	02/09/2023	09:24:41	2	290	0.55	4	1	DXB	NMK	2	3		South
008	V	02/09/2023	09:27:53	2	3									
009	V	02/09/2023	09:37:02	2	4									
010	S	02/09/2023	09:49:42	3	287	1.25	1.5	1	DXB	NMK	2	4		South
011	S	02/09/2023	09:55:27	3	277	1.31	1.4	1	DXB	NMK	2	4		South
012	V	02/09/2023	09:55:32	2	3									
013	S	02/09/2023	10:09:56	3	245	1.04	1.9	2	DXB	NMK	2	3		South
014	S	02/09/2023	10:16:15	4	282	0.92	2.2	1	DXB	NMK	2	3		South
015	P	02/09/2023	10:30:00	AEH	DXB	N								
016	V	02/09/2023	10:30:00	2	3									
017	V	02/09/2023	11:12:44	3	3									
018	P	02/09/2023	12:00:00	NMK	AEH	N								
019	V	02/09/2023	12:00:00	3	3									
020	P	02/09/2023	13:30:00	DXB	NMK	N								
021	V	02/09/2023	13:30:00	3	2									
022	S	02/09/2023	13:51:42	5	261	1.25	1.5	1	DXB	NMK	3	2		South
023	S	02/09/2023	13:53:59	5	256	1.31	1.4	1	DXB	NMK	3	2		South
024	S	02/09/2023	13:54:59	5	253	1.31	1.4	2	DXB	NMK	3	2		South
025	S	02/09/2023	14:05:06	6	278	0.83	2.5	1	DXB	NMK	3	2		South
026	S	02/09/2023	14:10:32	6	255	0.73	2.9	2	DXB	NMK	3	2		South
027	P	02/09/2023	15:00:00	AEH	DXB	N								
028	V	02/09/2023	15:00:00	2	2									
029	S	02/09/2023	15:20:14	7	270	0.83	2.5	2	AEH	DXB	2	2		South
030	S	02/09/2023	15:23:23	7	262	0.83	2.5	2	AEH	DXB	2	2		South
031	S	02/09/2023	15:27:06	7	247	0.83	2.5	2	AEH	DXB	2	2		South
032	C	02/09/2023	15:30:53	Risso's southbound, then milling, 250 degrees, 6.5 ret, B=45 H=60 L=40										
033	V	02/09/2023	15:37:26	3	3									
034	V	02/09/2023	15:42:13	4	3									
035	V	02/09/2023	15:50:49	4	4									
036	V	02/09/2023	15:51:51	5	4									
037	E	02/09/2023	15:52:00											
