001	B	02/17/2023	07:30:00											
002	P	02/17/2023	07:31:57	JDR	GEL	N								
003	V	02/17/2023	07:31:57	2	3									
005	C	02/17/2023	08:27:46	BND- 10-15-7- moving north-~10m off South rocks										
006	P	02/17/2023	09:00:00	BLH	JDR	N								
007	V	02/17/2023	09:00:00	2	3									
008	P	02/17/2023	10:30:00	GEL	BLH	N								
009	V	02/17/2023	10:30:00	2	3									
010	P	02/17/2023	12:00:00	JDR	GEL	N								
011	V	02/17/2023	12:00:00	2	3									
015	S	02/17/2023	13:29:42	1	268	1.25	1.5	2	JDR	GEL	2	3		South
016	C	02/17/2023	13:29:44	sighting #1 was from 3rd obs-BLH										
017	P	02/17/2023	13:30:00	BLH	JDR	N								
018	V	02/17/2023	13:30:00	2	3									
019	V	02/17/2023	13:44:42	2	4									
020	C	02/17/2023	13:44:48	Lots of haze, bad lighting, moving visibility to 4.										
021	P	02/17/2023	15:00:00	GEL	BLH	N								
022	V	02/17/2023	15:00:00	2	3									
023	S	02/17/2023	15:31:49	2	258	0.99	2	1	GEL	BLH	2	3		South
024	S	02/17/2023	15:35:05	3	275	1.25	1.5	2	GEL	BLH	2	3		South
025	S	02/17/2023	15:36:05	3	275	1.25	1.5	2	GEL	BLH	2	3		South
027	S	02/17/2023	15:38:31	2	242	1.25	1.5	1	GEL	BLH	2	3		South
029	S	02/17/2023	15:41:54	3	262	0.99	2	2	GEL	BLH	2	3		South
031	S	02/17/2023	15:43:60	3	257	0.99	2	2	GEL	BLH	2	3		South
032	S	02/17/2023	15:47:57	3	244	0.99	2	2	GEL	BLH	2	3		South
036	V	02/17/2023	16:10:51	3	3									
037	E	02/17/2023	16:30:00											
