001	B	01/11/2023	07:30:00											
002	P	01/11/2023	07:30:00	ACH	ARL	N								
003	V	01/11/2023	07:30:00	3	4									
004	S	01/11/2023	07:42:06	1	250	1.25	1.5	1	ACH	ARL	3	4		South
005	P	01/11/2023	08:59:59	VLP	ACH	N								
006	V	01/11/2023	08:59:59	4	4									
007	C	01/11/2023	09:46:29	Horizon muddy.										
008	V	01/11/2023	10:30:00	4	5									
009	E	01/11/2023	10:30:00											
010	C	01/11/2023	10:30:12	Beaufort borderline 4/5, and visibility compromised by fog.										
011	B	01/11/2023	14:20:50											
012	P	01/11/2023	14:20:50	VLP	ACH	N								
013	V	01/11/2023	14:20:50	4	4									
014	P	01/11/2023	15:00:00	ARL	VLP	N								
015	V	01/11/2023	15:00:00	3	4									
016	S	01/11/2023	15:06:26	2	258	1.47	1.2	1	ARL	VLP	3	4		South
017	S	01/11/2023	15:51:23	3	266	1.25	1.5	1	ARL	VLP	3	4		South
018	V	01/11/2023	15:51:37	4	4									
019	E	01/11/2023	16:30:00											
