001	B	01/06/2023	07:41:03											
002	P	01/06/2023	07:41:03	AFH	ARL	N								
003	V	01/06/2023	07:41:03	2	3									
004	C	01/06/2023	07:41:42	Late start due to some setup issues.										
005	C	01/06/2023	07:43:09	high swell and some fog on horizon										
006	S	01/06/2023	07:53:49	1	241	1.25	1.5	1	AFH	ARL	2	3		South
007	S	01/06/2023	08:19:13	2	268	0.83	2.5	1	AFH	ARL	2	3		South
008	S	01/06/2023	08:22:09	3	278	1.95	0.8	1	AFH	ARL	2	3		South
009	S	01/06/2023	08:30:03	3	266	1.68	1	1	AFH	ARL	2	3		South
010	V	01/06/2023	08:35:09	3	3									
011	S	01/06/2023	08:36:14	4	251	1.25	1.5	1	AFH	ARL	3	3		South
012	S	01/06/2023	08:39:22	4	241	1.31	1.4	1	AFH	ARL	3	3		South
013	S	01/06/2023	08:44:59	5	261	0.75	2.8	1	AFH	ARL	3	3		South
014	S	01/06/2023	08:48:29	6	268	1.95	0.8	1	AFH	ARL	3	3		South
015	P	01/06/2023	09:00:00	RLB	AFH	N								
016	V	01/06/2023	09:00:00	3	3									
017	S	01/06/2023	09:03:18	7	287	1.68	1	1	RLB	AFH	3	3		South
018	S	01/06/2023	09:08:14	8	259	0.99	2	1	RLB	AFH	3	3		South
019	S	01/06/2023	09:14:53	7	262	1.68	1	1	RLB	AFH	3	3		South
020	S	01/06/2023	09:27:11	7	243	1.43	1.25	2	RLB	AFH	3	3		South
023	S	01/06/2023	10:21:08	10	258	2.03	0.75	1	RLB	AFH	3	3		South
024	C	01/06/2023	10:29:14	G gri 1.5 reticle 262 traveling south, 50-60-40 BHL										
025	P	01/06/2023	10:30:12	ARL	RLB	N								
026	V	01/06/2023	10:30:12	3	3									
027	S	01/06/2023	11:04:48	11	253	0.99	2	1	ARL	RLB	3	3		South
028	C	01/06/2023	11:11:15	unid dolphin 241 1.5 travel S 15-20-12 BHL										
029	S	01/06/2023	11:56:41	12	276	1.43	1.25	1	ARL	RLB	3	3		South
030	P	01/06/2023	12:00:00	AFH	ARL	N								
031	V	01/06/2023	12:00:00	3	3									
032	V	01/06/2023	13:06:14	2	2									
033	S	01/06/2023	13:20:29	13	283	1.25	1.5	1	AFH	ARL	2	2		South
034	V	01/06/2023	13:20:52	2	3									
035	P	01/06/2023	13:30:00	RLB	AFH	N								
036	V	01/06/2023	13:30:00	2	3									
037	S	01/06/2023	14:40:59	14	256	0.99	2	1	RLB	AFH	2	3		South
038	S	01/06/2023	14:46:59	15	269	0.83	2.5	1	RLB	AFH	2	3		South
039	S	01/06/2023	14:54:51	16	258	0.45	5	1	RLB	AFH	2	3		South
040	S	01/06/2023	14:56:18	16	242	0.45	5	1	RLB	AFH	2	3		South
041	P	01/06/2023	15:00:00	ARL	RLB	N								
042	V	01/06/2023	15:00:00	2	3									
043	S	01/06/2023	15:04:03	17	267	1.39	1.3	1	ARL	RLB	2	3		South
044	S	01/06/2023	15:07:01	18	278	1.39	1.3	1	ARL	RLB	2	3		South
045	S	01/06/2023	15:16:59	19	253	1.95	0.8	1	ARL	RLB	2	3		South
046	E	01/06/2023	16:30:00											
