001	B	01/02/2023	07:30:00											
002	P	01/02/2023	07:30:00	AFH	ARL	N								
003	V	01/02/2023	07:30:00	2	3									
004	S	01/02/2023	08:27:55	1	265	0.71	3	1	AFH	ARL	2	3		South
005	S	01/02/2023	08:41:18	2	274	0.62	3.5	1	AFH	ARL	2	3		South
006	S	01/02/2023	08:50:23	2	241	0.55	4	2	AFH	ARL	2	3		South
007	P	01/02/2023	09:00:00	RLB	AFH	N								
008	V	01/02/2023	09:00:00	2	3									
009	S	01/02/2023	09:51:16	3	260	0.99	2	1	RLB	AFH	2	3		South
010	S	01/02/2023	09:56:36	3	242	0.99	2	1	RLB	AFH	2	3		South
011	S	01/02/2023	10:21:27	4	256	0.99	2	2	RLB	AFH	2	3		South
012	P	01/02/2023	10:30:00	ARL	RLB	N								
013	V	01/02/2023	10:30:00	3	3									
014	S	01/02/2023	10:35:19	5	265	1.25	1.5	1	ARL	RLB	3	3		South
015	S	01/02/2023	10:44:40	5	261	1.25	1.5	2	ARL	RLB	3	3		South
016	V	01/02/2023	11:14:36	4	4									
017	S	01/02/2023	11:19:00	6	245	1.25	1.5	3	ARL	RLB	4	4		South
018	P	01/02/2023	12:00:00	AFH	ARL	N								
019	V	01/02/2023	12:00:00	4	4									
020	S	01/02/2023	12:25:56	7	274	0.83	2.5	1	AH	ARL	4	4		South
021	V	01/02/2023	13:19:08	3	3									
022	P	01/02/2023	13:30:00	RLB	AFH	N								
023	V	01/02/2023	13:30:00	3	3									
024	S	01/02/2023	13:56:31	8	265	0.62	3.5	1	RLB	AFH	3	3		South
025	S	01/02/2023	14:28:53	9	242	0.71	3	1	RLB	AFH	3	3		South
026	V	01/02/2023	14:56:07	3	3									
027	P	01/02/2023	15:00:00	ARL	RLB	N								
028	V	01/02/2023	15:00:00	4	4									
029	E	01/02/2023	16:30:00											
