001	B	02/08/2023	07:30:00											
003	P	02/08/2023	07:30:00	AEH	DXB	N								
004	V	02/08/2023	07:30:00	2	4									
005	V	02/08/2023	07:50:48	2	3									
006	S	02/08/2023	07:57:11	1	287	0.99	2	1	AEH	DXB	2	3		South
007	S	02/08/2023	08:01:54	1	277	0.99	2	1	AEH	DXB	2	3		South
008	S	02/08/2023	08:09:35	1	251	0.99	2	2	AEH	DXB	2	3		South
009	V	02/08/2023	08:10:60	3	3									
010	S	02/08/2023	08:26:41	2	286	1.47	1.2	1	AEH	DXB	3	3		South
011	S	02/08/2023	08:31:47	2	277	1.47	1.2	2	AEH	DXB	3	3		South
012	S	02/08/2023	08:35:43	3	285	1.25	1.5	1	AEH	DXB	3	3		South
013	S	02/08/2023	08:39:47	2	255	1.47	1.2	2	AEH	DXB	3	3		South
014	S	02/08/2023	08:41:54	4	288	1.68	1	1	AEH	DXB	3	3		South
015	S	02/08/2023	08:49:21	3	244	1.25	1.5	1	AEH	DXB	3	3		South
016	S	02/08/2023	08:54:43	4	258	1.25	1.5	1	AEH	DXB	3	3		South
017	S	02/08/2023	08:56:19	5	270	1.47	1.2	2	AEH	DXB	3	3		South
018	P	02/08/2023	09:00:00	NMK	AEH	N								
019	V	02/08/2023	09:00:00	3	3									
021	S	02/08/2023	09:03:59	5	250	1.19	1.6	2	NMK	AEH	3	3		South
022	S	02/08/2023	09:06:22	6	280	1.25	1.5	1	NMK	AEH	3	3		South
025	S	02/08/2023	09:10:31	7	270	0.75	2.8	1	NMK	AEH	3	3		South
026	S	02/08/2023	09:11:30	7	268	0.75	2.8	1	NMK	AEH	3	3		South
027	S	02/08/2023	09:13:10	6	274	1.19	1.6	1	NMK	AEH	3	3		South
028	S	02/08/2023	09:14:58	7	250	0.67	3.2	1	NMK	AEH	3	3		South
029	S	02/08/2023	09:20:37	6	262	1.19	1.6	1	NMK	AEH	3	3		South
030	S	02/08/2023	09:25:04	6	245	0.99	2	1	NMK	AEH	3	3		South
031	C	02/08/2023	09:47:25	Risso's dolphin northbound; 240 degrees, 3 ret, (B35-H55-L25)										
032	P	02/08/2023	10:30:00	DXB	NMK	N								
033	V	02/08/2023	10:30:00	3	3									
034	C	02/08/2023	10:30:23	Risso's dolphin northbound; 235 degrees, 2.5 ret, (B25-H40-L20)										
035	S	02/08/2023	11:54:46	8	281	1.39	1.3	1	DXB	NMK	3	3		South
036	P	02/08/2023	12:00:00	AEH	DXB	N								
037	V	02/08/2023	12:00:00	3	3									
038	S	02/08/2023	12:02:07	9	275	0.67	3.2	3	AEH	DXB	3	3		South
039	S	02/08/2023	12:03:15	8	265	1.39	1.3	1	AEH	DXB	3	3		South
040	S	02/08/2023	12:08:02	10	265	0.99	2	1	AEH	DXB	3	3		South
041	S	02/08/2023	12:09:44	9	249	0.58	3.8	4	AEH	DXB	3	3		South
042	V	02/08/2023	12:23:27	4	4									
043	V	02/08/2023	12:39:52	5	4									
044	E	02/08/2023	12:40:01											
