NORTH TRAILER												
001 B	2/10/2010	7.50028										
002 P	2/10/2010	7.50028	CSM	JWG								
003 V	2/10/2010	7.50028	3	3								
004 C	2/10/2010	7.51833										OBS BEARING: 293
005 S	2/10/2010	7.60583	1	223	0.99	2	1	CSM	JWG	3	3	
006 S	2/10/2010	7.615	1	220	1.31	1.4	2	CSM	JWG	3	3	
007 S	2/10/2010	7.74889	2	230	1.68	1	1	CSM	JWG	3	3	
008 S	2/10/2010	7.7725	2	222	1.39	1.3	1	CSM	JWG	3	3	
009 S	2/10/2010	7.87889	2	206	1.25	1.5	1	CSM	JWG	3	3	
010 P	2/10/2010	9.00278	DWW	CSM								
011 V	2/10/2010	9.00278	3	3								
012 C	2/10/2010	9.00944										OBS BEARING = 293
013 C	2/10/2010	9.60667										"GRAMPUS, SBOUND, 4.5 RET, 228 DEG, N=6-8-10"
014 V	2/10/2010	10.30778	2	3								
000 P	2/10/2010	10.5	JWG	DWW								EDITED IN PER COMMENT ON LINE 022
000 V	2/10/2010	10.5	2	3								EDITED IN PER COMMENT ON LINE 022
015 S	2/10/2010	10.68028	3	251	0.99	2	1	DWW	CSM	2	3	
016 S	2/10/2010	10.72444	3	243	1.08	1.8	1	DWW	CSM	2	3	
017 S	2/10/2010	10.80806	3	228	0.96	2.1	3	DWW	CSM	2	3	
018 S	2/10/2010	10.98528	3	213	1.08	1.8	3	DWW	CSM	2	3	
019 C	2/10/2010	10.98583										
020 P	2/10/2010	10.99111	JWG	DWW								
021 V	2/10/2010	10.99111	2	3								
022 C	2/10/2010	10.99861										Edited in at 10.5 - CHANGE OBSERVERS AND VIS SHOULD BE AT 10:30
023 S	2/10/2010	11.94194	4	210	1.68	1	1	JWG	DWW	2	3	
024 P	2/10/2010	12.02389	CSM	JWG								
025 V	2/10/2010	12.02389	3	3								
026 S	2/10/2010	12.31861	5	240	1.95	0.8	2	CSM	JWG	3	3	
027 S	2/10/2010	12.44389	6	251	1.95	0.8	2	CSM	JWG	3	3	
028 V	2/10/2010	12.64639	3	4								
029 C	2/10/2010	12.65806										"DARK OVERCAST, HARD TO RESIGHT WHALES"
030 V	2/10/2010	12.66806	3	4								
031 S	2/10/2010	12.8275	7	210	0.31	7.5	1	CSM	JWG	3	4	NORTHBOUND
032 V	2/10/2010	12.85028	4	4								
033 S	2/10/2010	12.88611	7	262	0.29	8	1	CSM	JWG	4	4	NORTHBOUND
034 S	2/10/2010	12.91194	8	278	1.31	1.4	1	CSM	JWG	4	4	
035 S	2/10/2010	12.91722	9	275	2.12	0.7	1	CSM	JWG	4	4	
036 S	2/10/2010	12.92861	8	278	1.31	1.4	2	CSM	JWG	4	4	
037 S	2/10/2010	12.96417	8	274	1.57	1.1	2	CSM	JWG	4	4	
038 S	2/10/2010	12.97583	8	274	1.57	1.1	2	CSM	JWG	4	4	
039 S	2/10/2010	13.04056	8	267	1.57	1.1	2	CSM	JWG	4	4	
043 C	2/10/2010	13.27444										"EDITED, DELETED LINES 40-42 DUE TO POD CONFUSION - LOOKS LIKE SIGHTING 9 (1 WHALE) TEAMED UP WITH SIGHTING 8 (2 WHALES)."
044 P	2/10/2010	13.51972	DWW	CSM								
045 V	2/10/2010	13.51972	4	3								
046 C	2/10/2010	13.53472										OBS BEARING = 293
047 C	2/10/2010	13.79083										"GRAMPUS, NBOUND,N=12-17-21, 1 RET, 215 DEG"
048 S	2/10/2010	14.87639	10	250	1.95	0.8	2	DWW	CSM	3	3	
049 S	2/10/2010	14.90333	11	225	0.92	2.2	1	DWW	CSM	3	3	
050 S	2/10/2010	14.92611	10	245	1.8	0.9	2	DWW	CSM	3	3	
051 S	2/10/2010	14.97528	10	240	1.8	0.9	3	DWW	CSM	3	3	
052 P	2/10/2010	15.00917	JWG	DWW								
053 V	2/10/2010	15.00917	5	3								
054 S	2/10/2010	15.02917	10	232	1.68	1	3	JWG	DWW	5	3	
055 S	2/10/2010	15.0875	10	225	1.68	1	3	JWG	DWW	5	3	
056 S	2/10/2010	15.14167	12	240	0.71	3	1	JWG	DWW	5	3	
057 S	2/10/2010	15.1875	12	226	0.75	2.8	1	JWG	DWW	5	3	
058 S	2/10/2010	15.20083	12	225	0.75	2.8	2	JWG	DWW	5	3	
059 S	2/10/2010	15.22944	13	260	1.08	1.8	1	JWG	DWW	5	3	
060 S	2/10/2010	15.29944	13	250	0.99	2	2	JWG	DWW	5	3	
061 S	2/10/2010	15.36389	14	263	0.92	2.2	1	JWG	DWW	5	3	
062 S	2/10/2010	15.46056	14	238	0.92	2.2	4	JWG	DWW	5	3	
063 S	2/10/2010	15.51722	14	229	0.89	2.3	4	JWG	DWW	5	3	
064 V	2/10/2010	15.99694	4	3								
065 E	2/10/2010	16.50139										
