NORTH TRAILER												
001 B	2/13/2010	7.50139										
002 P	2/13/2010	7.50139	DWW	CSM								
003 V	2/13/2010	7.50139	2	4								
004 C	2/13/2010	7.50639										OBS BEARING = FOG
005 V	2/13/2010	8.07528	2	5								
006 E	2/13/2010	8.08278										
007 C	2/13/2010	8.08389										"poor vis due to fog and sea spray, missing most whales"
008 B	2/13/2010	9.83694										
009 P	2/13/2010	9.83694	JWG	DWW								
010 V	2/13/2010	9.83694	2	4								
011 C	2/13/2010	9.855										OBS BEARING = 293
012 C	2/13/2010	9.85833										"VIS IMPROVES, FOG MORE OFFSHORE, BACK ON EFFORT"
013 S	2/13/2010	10.11861	1	245	1.47	1.2	1	jwg	CSM	2	4	
014 S	2/13/2010	10.16917	1	228	1.47	1.2	1	jwg	CSM	2	4	
015 P	2/13/2010	10.53028	CSM	JWG								
016 V	2/13/2010	10.53028	2	4								
017 C	2/13/2010	10.54056										OBS BEARING:293
018 S	2/13/2010	10.89111	2	221	1.57	1.1	2	CSM	JWG	2	4	
019 V	2/13/2010	11.52528	3	4								
020 P	2/13/2010	12.02	DWW	CSM								
021 V	2/13/2010	12.02	3	3								
022 C	2/13/2010	12.02583										OBS BEARING = 293
023 S	2/13/2010	12.13694	4	258	1.8	0.9	1	DWW	CSM	2	3	
024 S	2/13/2010	12.33417	3	251	1.47	1.2	1	DWW	CSM	2	3	
025 B	2/13/2010	12.42278										
026 P	2/13/2010	12.42278	DWW	CSM								
027 V	2/13/2010	12.42278	3	3								
028 C	2/13/2010	12.42778										OBS BEARING = 293
029 S	2/13/2010	12.46833	3	223	1.39	1.3	1	DWW	CSM	3	3	
032 C	2/13/2010	12.55833										"GROUP 4 = 1.2 RET, 232 DEG, RESIGHTING"
033 V	2/13/2010	13.27194	4	3								
034 S	2/13/2010	13.40056	5	248	1.68	1	1	DWW	CSM	4	3	
035 P	2/13/2010	13.50361	JWG	DWW								
036 V	2/13/2010	13.50361	4	3								
037 C	2/13/2010	13.51111										OBS BEARING = 293
038 S	2/13/2010	13.58417	5	228	1.68	1	1	JWG	DWW	4	3	
039 S	2/13/2010	14.06222	6	242	1.39	1.3	2	JWG	DWW	4	3	
040 S	2/13/2010	14.15333	6	225	1.19	1.6	2	JWG	DWW	4	3	
041 S	2/13/2010	14.16889	6	222	1.19	1.6	3	JWG	DWW	4	3	
042 S	2/13/2010	14.26139	7	264	1.19	1.6	2	JWG	DWW	4	3	
043 S	2/13/2010	14.305	8	227	1.04	1.9	1	JWG	DWW	4	3	
044 S	2/13/2010	14.30889	7	259	1.19	1.6	2	JWG	DWW	4	3	
045 V	2/13/2010	14.51528	5	4								
046 S	2/13/2010	14.63444	9	232	0.2	12	1	JWG	DWW	5	4	NORTHBOUND
047 C	2/13/2010	14.64417										GROUP 9 = NORTHBOUND YEARLING
048 S	2/13/2010	14.86861	10	232	0.83	2.5	1	JWG	DWW	5	4	
049 P	2/13/2010	15.00694	CSM	JWG								
050 V	2/13/2010	15.00694	5	4								
051 C	2/13/2010	15.01556										OBS BEARING: 293
052 S	2/13/2010	15.12472	11	282	1.95	0.8	1	CSM	JWG	5	4	
053 C	2/13/2010	15.35889										TRYING TO RESIGHT THE LAST SIGHTING BUT THEY ARE LOST IN THE FOG. FOG IS ROLLING IN AND OUT NOW.
054 V	2/13/2010	15.40778	5	5								
055 C	2/13/2010	15.41278										"FOG ROLLING IN, HARD TO SEE THE HORIZON, SWELL IS LARGE AS WELL"
056 E	2/13/2010	15.42111										
057 C	2/13/2010	15.66444										END EFFORT FOR DAY DUE TO FOG
