NORTH TRAILER												
001 B	1/21/2010	9.06972										
002 P	1/21/2010	9.06972	blh	jdr								
003 V	1/21/2010	9.06972	4	4								
004 V	1/21/2010	9.11056	4	3								
005 C	1/21/2010	9.11306										horizon is fuzzy
006 V	1/21/2010	9.32861	4	4								
007 S	1/21/2010	9.3725	1	245	1.39	1.3	2	blh	jdr	4	4	
008 S	1/21/2010	9.45028	1	234	1.31	1.4	2	blh	jdr	4	4	
009 S	1/21/2010	9.57	2	232	0.28	8.5	1	blh	jdr	4	4	
010 V	1/21/2010	9.68861	4	3								
011 S	1/21/2010	9.87444	3	265	2.59	0.5	1	blh	jdr	4	3	
012 S	1/21/2010	10.01	4	227	1.31	1.4	2	blh	jdr	4	3	
013 S	1/21/2010	10.01417	5	253	0.99	2	1	blh	jdr	4	3	
014 S	1/21/2010	10.04389	3	255	2.59	0.5	1	blh	jdr	4	3	
015 S	1/21/2010	10.07778	5	230	0.83	2.5	1	blh	jdr	4	3	
016 S	1/21/2010	10.22694	6	249	0.71	3	1	blh	jdr	4	3	
017 S	1/21/2010	10.25056	7	237	1.25	1.5	2	blh	jdr	4	3	
018 S	1/21/2010	10.28278	6	245	0.71	3	2	blh	jdr	4	3	
019 S	1/21/2010	10.42972	8	222	0.99	2	1	blh	jdr	4	3	
020 P	1/21/2010	10.50972	sjc	blh								
021 V	1/21/2010	10.50972	4	4								
022 S	1/21/2010	10.60917	9	269	2.33	0.6	1	sjc	blh	4	4	
023 V	1/21/2010	11.07389	5	4								
024 C	1/21/2010	11.08139										horizon hazy
025 S	1/21/2010	11.10611	9	224	1.47	1.2	1	sjc	blh	5	4	
026 S	1/21/2010	11.1075	9	224	1.47	1.2	1	sjc	blh	5	4	
027 C	1/21/2010	11.13833										delete line 26 resight
028 C	1/21/2010	11.16444										lost horizon
029 V	1/21/2010	11.25194	6	5								
030 E	1/21/2010	11.25778										
031 B	1/21/2010	12.06972										
032 P	1/21/2010	12.06972	jdr	sjc								
033 V	1/21/2010	12.06972	4	3								
034 S	1/21/2010	12.59	10	252	1.95	0.8	2	jdr	sjc	4	3	
035 S	1/21/2010	12.64611	10	249	1.8	0.9	2	jdr	sjc	4	3	
036 S	1/21/2010	12.77361	10	229	1.68	1	2	jdr	sjc	4	3	
037 S	1/21/2010	13.015	11	256	1.68	1	1	jdr	sjc	4	3	
038 V	1/21/2010	13.05194	4	4								
039 C	1/21/2010	13.05472										rain obscuring horizon and distant part of survey area
040 E	1/21/2010	13.08056										
041 C	1/21/2010	13.08167										decided to take us off; rain is obscuring most of the study area
042 B	1/21/2010	13.14194										
043 P	1/21/2010	13.14194	jdr	sjc								
044 V	1/21/2010	13.14194	4	4								
045 C	1/21/2010	13.14806										rain squall moved through
046 C	1/21/2010	13.36361										rain squall at about 1 ret in study area; still on effort.. sort of
047 C	1/21/2010	13.42972										rain's moved through; we can see the horizon
048 P	1/21/2010	13.5225	blh	sjc								
049 V	1/21/2010	13.5225	4	4								
050 S	1/21/2010	13.55667	12	250	1.39	1.3	0	blh	sjc	4	4	
051 P	1/21/2010	13.58889	blh	JDR								
052 V	1/21/2010	13.58889	4	4								
053 C	1/21/2010	13.59889										horizon is hazy / obscured
054 V	1/21/2010	13.67194	5	4								
055 V	1/21/2010	13.73472	5	3								
056 S	1/21/2010	13.77944	12	214	1.47	1.2	1	blh	JDR	5	3	
057 S	1/21/2010	14.03556	13	205	1.68	1	3	blh	JDR	5	3	
058 S	1/21/2010	14.14417	14	209	1.68	1	1	blh	JDR	5	3	
059 S	1/21/2010	14.14917	15	221	1.95	0.8	1	blh	JDR	5	3	
060 S	1/21/2010	14.21333	16	224	1.68	1	2	blh	JDR	5	3	
061 S	1/21/2010	14.27917	17	224	1.68	1	2	blh	JDR	5	3	
062 S	1/21/2010	14.31528	17	218	1.68	1	2	blh	JDR	5	3	
063 S	1/21/2010	14.35583	17	216	1.68	1	2	blh	JDR	5	3	
064 S	1/21/2010	14.35917	16	207	1.68	1	2	blh	JDR	5	3	
065 V	1/21/2010	14.57944	4	3								
066 S	1/21/2010	14.65444	18	230	0.49	4.6	1	blh	JDR	4	3	
067 S	1/21/2010	14.89444	19	215	1.47	1.2	1	blh	JDR	4	3	
068 C	1/21/2010	14.92389										horizon is hazy and becoming obscured
069 S	1/21/2010	14.97556	20	207	0.41	5.5	1	blh	JDR	4	3	
070 P	1/21/2010	14.99417	SJC	JDR								
071 V	1/21/2010	14.99417	4	4								
072 E	1/21/2010	15.03306										
073 B	1/21/2010	15.81										
074 P	1/21/2010	15.81	SJC	BLH								
075 V	1/21/2010	15.81	4	4								
076 S	1/21/2010	15.82806	21	252	1.95	0.8	3	SJC	BLH	4	4	
077 V	1/21/2010	15.83389	5	4								
078 S	1/21/2010	15.88222	21	247	1.95	0.8	3	SJC	BLH	5	4	
080 S	1/21/2010	15.94306	21	245	1.8	0.9	3	SJC	BLH	5	4	
081 S	1/21/2010	16.13111	21	243	1.8	0.9	5	SJC	BLH	5	4	
082 C	1/21/2010	16.16667										"EDITED, ALL 22 CHANGED TO 21 - sight 22 is likely 21 that is going very slow and possibly bigger group than originally thought"
083 S	1/21/2010	16.25611	21	236	1.8	0.9	5	SJC	BLH	5	4	
084 S	1/21/2010	16.31194	21	230	1.68	1	5	SJC	BLH	5	4	
085 V	1/21/2010	16.41111	4	4								
086 E	1/21/2010	16.50333										
