NORTH TRAILER
001 B	12/30/2009	7.50139										
002 P	12/30/2009	7.50139	DWW	WLP								
003 V	12/30/2009	7.50139	2	2								
004 V	12/30/2009	8.40694	2	3								
005 S	12/30/2009	8.88167	1	264	1.39	1.3	1	DWW	WLP	2	3	
006 P	12/30/2009	9.00972	AdV	DWW								
007 V	12/30/2009	9.00972	2	2								
011 S	12/30/2009	9.80833	2	255	1.68	1	1	adV	DWW	2	2	
012 C	12/30/2009	9.83694										"2nd file of day, file 1 would not take sighting 2"
013 S	12/30/2009	10.00722	2	225	1.68	1	1	adV	DWW	2	2	
014 S	12/30/2009	10.04194	3	277	0.99	2	1	adV	DWW	2	2	
015 S	12/30/2009	10.06611	4	254	1.8	0.9	2	adV	DWW	2	2	
016 S	12/30/2009	10.10917	3	258	0.99	2	1	adV	DWW	2	2	
017 S	12/30/2009	10.12472	4	243	1.95	0.8	2	adV	DWW	2	2	
018 S	12/30/2009	10.15583	4	243	1.95	0.8	2	adV	DWW	2	2	
019 S	12/30/2009	10.18917	3	260	1.25	1.5	1	adV	DWW	2	2	
020 S	12/30/2009	10.25278	4	231	1.95	0.8	2	adV	DWW	2	2	
021 S	12/30/2009	10.26222	3	250	1.13	1.7	1	adV	DWW	2	2
022 S	12/30/2009	10.30861	5	223	0.92	2.2	1	adV	DWW	2	2	
023 S	12/30/2009	10.38944	3	226	1.08	1.8	1	adV	DWW	2	2	
024 S	12/30/2009	10.45861	4	222	1.95	0.8	4	adV	DWW	2	2	
025 P	12/30/2009	10.52222	WLP	AdV								
026 V	12/30/2009	10.52222	2	2								
027 V	12/30/2009	11.39611	3	2								
028 P	12/30/2009	12.00833	DWW	WLP								
029 V	12/30/2009	12.00833	3	2								
030 S	12/30/2009	12.02139	6	271	1.13	1.7	2	DWW	WLP	3	2	
031 S	12/30/2009	12.22583	6	249	0.89	2.3	2	DWW	WLP	3	2	
032 S	12/30/2009	12.35861	6	221	0.89	2.3	2	DWW	WLP	3	2
033 P	12/30/2009	13.50001	AdV DWW	
034 V	12/30/2009	13.50001	3	2								
035 S	12/30/2009	13.53278	7	242	0.99	2	1	DWW	WLP	3	2	
036 V	12/30/2009	13.63861	3	3								
037 V	12/30/2009	14.00833	4	3								
038 V	12/30/2009	14.37667	3	3								
039 P	12/30/2009	15.00001 	WLP	AdV								
040 V	12/30/2009	15.00001	3	3								
041 S	12/30/2009	15.97667	8	267	2.33	0.6	1	WLP	AdV	3	3	
043 S	12/30/2009	16.16861	8	253	1.8	0.9	3	WLP	AdV	3	3	
044 S	12/30/2009	16.25028	8	243	1.8	0.9	3	WLP	AdV	3	3	
045 S	12/30/2009	16.32528	8	235	1.8	0.9	3	WLP	AdV	3	3	
046 S	12/30/2009	16.38556	8	227	1.68	1	3	WLP	AdV	3	3	
047 E	12/30/2009	16.49861										
