NORTH TRAILER												
001 B	2/16/2010	7.50083										
002 P	2/16/2010	7.50083	CSM	JWG								
003 V	2/16/2010	7.50083	4	3								
004 C	2/16/2010	7.50861										OBS BEARING: 294
005 C	2/16/2010	7.535										FOG OUT AT THE HORIZON; HORIZON IS NOT CLEAR
006 S	2/16/2010	7.69194	1	201	0.38	6	1	CSM	JWG	4	3	
007 S	2/16/2010	7.77028	1	180	0.55	4	1	CSM	JWG	4	3	
008 V	2/16/2010	7.78639	5	3								
009 S	2/16/2010	7.82167	2	222	1.13	1.7	1	CSM	JWG	5	3	
010 V	2/16/2010	7.82889	5	4								
011 S	2/16/2010	7.90278	3	280	1.95	0.8	1	CSM	JWG	5	4	
012 S	2/16/2010	7.94	3	278	1.95	0.8	1	CSM	JWG	5	4	
013 S	2/16/2010	8.03	3	270	2.33	0.6	1	CSM	JWG	5	4	
014 C	2/16/2010	8.04028										"RETICLE IS AN ESTIMATE, HORIZON NOT VISIBLE DUE TO FOG"
015 S	2/16/2010	8.12028	3	260	2.33	0.6	1	CSM	JWG	5	4	
016 C	2/16/2010	8.63722										"LAST SIGHTING, WHALE PROBABLY LOST IN THE FOG."
017 S	2/16/2010	8.79556	4	235	0.99	2	0	CSM	JWG	5	4	
018 C	2/16/2010	9.01722										OBS BEARING: 294
019 P	2/16/2010	9.02194	MSL	CSM								
020 V	2/16/2010	9.02194	5	4								
021 V	2/16/2010	9.33306	4	3								
022 S	2/16/2010	9.47417	5	270	0.99	2	1	MSL	CSM	4	3	
023 S	2/16/2010	9.48722	5	267	0.83	2.5	1	MSL	CSM	4	3	
024 S	2/16/2010	9.56889	5	253	0.73	2.9	2	MSL	CSM	4	3	
025 S	2/16/2010	9.65333	5	234	0.71	3	2	MSL	CSM	4	3	
026 S	2/16/2010	9.67722	5	230	0.71	3	2	MSL	CSM	4	3	
027 S	2/16/2010	9.8325	6	279	1.68	1	1	MSL	CSM	4	3	
028 S	2/16/2010	10.00222	6	268	1.25	1.5	1	MSL	CSM	4	3	
029 S	2/16/2010	10.06472	6	254	1.04	1.9	1	MSL	CSM	4	3	
030 V	2/16/2010	10.06972	3	2								
031 S	2/16/2010	10.21806	6	234	0.96	2.1	1	MSL	CSM	3	2	
032 C	2/16/2010	10.47333										"N-BOUND GRAMPUS, N=7, 2.5 RET, 262 DEG"
033 P	2/16/2010	10.50194	JWG	MSL								
034 V	2/16/2010	10.50194	4	3								
035 C	2/16/2010	10.535										OBS BEARING 294
036 S	2/16/2010	10.58083	7	232	1.08	1.8	1	JWG	MSL	4	3	
037 S	2/16/2010	10.68083	8	253	1.13	1.7	2	JWG	MSL	4	3	
038 S	2/16/2010	10.74806	9	267	1.25	1.5	1	JWG	MSL	4	3	
039 V	2/16/2010	11.01222	4	4								
040 C	2/16/2010	11.03083										HAZY HORIZON AND CLOUDS
041 V	2/16/2010	11.47944	5	4								
042 P	2/16/2010	12.00417	CSM	JWG								
043 V	2/16/2010	12.00417	5	4								
044 V	2/16/2010	12.61639	6	4								
045 V	2/16/2010	12.89222	6	5								
046 C	2/16/2010	12.89444										"HIGH WINDS, WHITE CAPS AND GLARE, SMALL CRAFT ADVISORIES."
047 E	2/16/2010	12.90278										
048 B	2/16/2010	14.37806										
049 P	2/16/2010	14.37806	MSL	CSM								
050 V	2/16/2010	14.37806	5	4								
051 C	2/16/2010	14.39389										"WINDS DOWN SLIGHTLY, GLARE"
052 S	2/16/2010	14.41917	10	262	0.96	2.1	1	MSL	CSM	5	4	
053 S	2/16/2010	14.45222	11	215	0.99	2	1	MSL	CSM	5	4	
054 S	2/16/2010	14.55361	10	237	0.96	2.1	2	MSL	CSM	5	4	
055 S	2/16/2010	14.59333	10	235	0.83	2.5	2	MSL	CSM	5	4	
056 V	2/16/2010	15.03028	5	4								
057 P	2/16/2010	15.03389	JWG	MSL								
058 V	2/16/2010	15.03389	5	4								
059 C	2/16/2010	15.04306										OBS BEARING 294
060 C	2/16/2010	15.04972										"LOW SWELL, GLARE INCREASING TO LEFT"
061 S	2/16/2010	15.535	12	232	1.8	0.9	2	JWG	MSL	5	4	NORTHBOUND
062 S	2/16/2010	15.54306	12	232	1.8	0.9	3	JWG	MSL	5	4	NORTHBOUND
063 S	2/16/2010	15.59694	13	234	1.8	0.9	1	JWG	MSL	5	4	NORTHBOUND
064 C	2/16/2010	15.67083										LAST TWO SIGHTINGS (12&13) ARE BOTH GOING NORTH
065 C	2/16/2010	16.03028										GROUPS #12 AND 13 ARE NOW TOGETHER AND STATIONARY AT 235 DEGREES
066 C	2/16/2010	16.1775										LOOKS LIKE GRAMPUS HARASSING GRPS #12&13
067 S	2/16/2010	16.20583	14	227	0.67	3.2	4	JWG	MSL	5	4	NORTHBOUND
068 C	2/16/2010	16.20611										GRP #14 IS NORTHBOUND
069 C	2/16/2010	16.34583										GRPS #13&13 CONTINUING NORTHBOUND
070 S	2/16/2010	16.47889	15	230	0.69	3.1	1	JWG	MSL	5	4	NORTHBOUND
071 C	2/16/2010	16.47944										GRP 15 IS NORTHBOUND
072 E	2/16/2010	16.50167										
