NORTH TRAILER												
001 B	2/15/2010	7.50444										
002 P	2/15/2010	7.50444	JWG	MSL								
003 V	2/15/2010	7.50444	4	3								
004 C	2/15/2010	7.54167										OBS BEARING 293
005 V	2/15/2010	7.81833	5	3								
006 S	2/15/2010	7.94778	1	223	1.47	1.2	1	JWG	MSL	5	3	
007 C	2/15/2010	8.94056										"Hazy fog 260-270 moving in, also coming in from south"
008 P	2/15/2010	8.99778	CSM	JWG								
009 V	2/15/2010	8.99778	5	3								
010 C	2/15/2010	9.01917										OBS BEARING:293
011 V	2/15/2010	9.02556	4	4								
012 C	2/15/2010	9.32667										FOG TO THE NORTH HAS BACKED OFF
013 P	2/15/2010	10.52667	MSL	CSM								
014 V	2/15/2010	10.52667	4	3								
015 C	2/15/2010	10.5375										OBS BEARING = 294
016 S	2/15/2010	11.09167	2	261	1.19	1.6	1	MSL	CSM	4	3	
017 B	2/15/2010	11.55472										
018 P	2/15/2010	11.55472	MSL	CSM								
019 V	2/15/2010	11.55472	5	3								
020 P	2/15/2010	12.015	JWG	MSL								
021 V	2/15/2010	12.015	6	4								
022 C	2/15/2010	12.05972										OBS BEARING 294
023 V	2/15/2010	12.51222	6	5								
024 V	2/15/2010	12.79194	6	4								
025 C	2/15/2010	12.79389										"STILL BEEN WATCHING DESPITE  CALLING IT A VIS 5 A BIT AGO, SO CALL IT A VIS 4 ALL ALONG"
026 P	2/15/2010	13.51417	CSM	JWG								
027 V	2/15/2010	13.51417	6	4								
028 C	2/15/2010	13.55417										OBS BEARING: 294
029 V	2/15/2010	14.51417	6	5								
030 C	2/15/2010	14.51611										TOO MUCH GLARE AND WHITE CAPS NOW TO BE EFFECTIVE...OFF EFFORT.
031 E	2/15/2010	14.52583										
