091 S	01/04/2011	11:32:15	25	235	0.99	2	2	SEH	DWW	2	3		South
092 S	01/04/2011	11:34:15	28	243	0.78	2.7	1	SEH	DWW	2	3		South
093 S	01/04/2011	11:36:08	29	265	1.31	1.4	3	SEH	DWW	2	3		South
094 S	01/04/2011	11:38:49	28	230	0.71	3	1	SEH	DWW	2	3		South
095 S	01/04/2011	11:39:36	30	234	0.99	2	1	SEH	DWW	2	3		South
096 S	01/04/2011	11:40:23	31	237	1.25	1.5	2	SEH	DWW	2	3		South
097 V	01/04/2011	11:41:07	2	2
098 S	01/04/2011	11:48:15	32	263	0.89	2.3	1	SEH	DWW	2	2		South
099 S	01/04/2011	11:50:23	29	234	1.13	1.7	3	SEH	DWW	2	2		South
100 S	01/04/2011	11:53:29	32	239	0.71	3	1	SEH	DWW	2	2		South
101 P	01/04/2011	11:59:42	RLB	SEH	N
102 V	01/04/2011	11:59:42	2	2
103 C	01/04/2011	12:00:10	obs ref = 272
104 S	01/04/2011	12:05:16	33	240	1.47	1.2	1	RLB	SEH	2	2		South
105 S	01/04/2011	12:07:35	34	240	0.92	2.2	1	RLB	SEH	2	2		South
106 S	01/04/2011	12:09:29	33	231	1.13	1.7	1	RLB	SEH	2	2		South
107 S	01/04/2011	12:10:52	35	258	1.25	1.5	1	RLB	SEH	2	2		South
108 S	01/04/2011	12:11:40	35	256	1.25	1.5	1	RLB	SEH	2	2		South
109 S	01/04/2011	12:17:20	36	277	1.57	1.1	1	RLB	SEH	2	2		South
110 S	01/04/2011	12:17:53	36	276	1.57	1.1	1	RLB	SEH	2	2		South
111 S	01/04/2011	12:22:56	36	270	1.39	1.3	2	RLB	SEH	2	2		South
112 S	01/04/2011	12:30:29	36	255	1.13	1.7	2	RLB	SEH	2	2		South
113 S	01/04/2011	12:35:08	37	252	0.99	2	1	RLB	SEH	2	2		South
114 S	01/04/2011	12:41:12	38	268	1.68	1	4	RLB	SEH	2	2		South
115 S	01/04/2011	12:41:48	37	234	0.99	2	1	RLB	SEH	2	2		South
116 S	01/04/2011	12:43:28	39	267	1.68	1	1	RLB	SEH	2	2		South
117 S	01/04/2011	12:46:38	40	265	0.71	3	1	RLB	SEH	2	2		South
118 S	01/04/2011	12:49:14	38	257	1.47	1.2	6	RLB	SEH	2	2		South
119 S	01/04/2011	12:52:36	40	241	0.64	3.4	1	RLB	SEH	2	2		South
120 S	01/04/2011	12:54:06	40	234	0.65	3.3	1	RLB	SEH	2	2		South
121 S	01/04/2011	12:54:52	41	255	0.71	3	1	RLB	SEH	2	2		South
122 S	01/04/2011	12:55:31	41	252	0.71	3	1	RLB	SEH	2	2		South
123 S	01/04/2011	12:57:56	38	234	1.25	1.5	8	RLB	SEH	2	2		South
124 S	01/04/2011	13:00:51	39	229	1.25	1.5	1	RLB	SEH	2	2		South
125 S	01/04/2011	13:14:53	42	277	1.25	1.5	2	RLB	SEH	2	2		South
126 S	01/04/2011	13:17:05	42	274	0.99	2	2	RLB	SEH	2	2		South
127 S	01/04/2011	13:18:44	42	268	0.99	2	2	RLB	SEH	2	2		South
128 S	01/04/2011	13:20:37	42	262	0.99	2	2	RLB	SEH	2	2		South
129 S	01/04/2011	13:21:29	42	260	0.99	2	2	RLB	SEH	2	2		South
130 S	01/04/2011	13:24:35	42	244	0.83	2.5	2	RLB	SEH	2	2		South
131 S	01/04/2011	13:27:25	42	232	0.92	2.2	2	RLB	SEH	2	2		South
133 P	01/04/2011	13:30:55	DWW	RLB	N
134 V	01/04/2011	13:30:55	2	2
135 C	01/04/2011	13:31:32	obs ref = 272
136 S	01/04/2011	13:33:32	44	257	0.99	2	1	DWW	RLB	2	2		South
137 S	01/04/2011	13:38:19	45	262	1.47	1.2	2	DWW	RLB	2	2		South
138 S	01/04/2011	13:39:55	44	242	0.99	2	3	DWW	RLB	2	2		South
139 S	01/04/2011	13:48:31	45	242	1.19	1.6	2	DWW	RLB	2	2		South
140 S	01/04/2011	13:49:21	44	225	0.96	2.1	3	DWW	RLB	2	2		South
141 S	01/04/2011	13:51:48	46	238	0.29	8.2	1	DWW	RLB	2	2		South
142 S	01/04/2011	13:52:57	45	228	1.19	1.6	2	DWW	RLB	2	2		South
143 S	01/04/2011	13:55:58	47	264	1.39	1.3	1	DWW	RLB	2	2		South
144 S	01/04/2011	13:57:45	48	232	0.89	2.3	1	DWW	RLB	2	2		South
145 S	01/04/2011	14:01:40	47	248	1.25	1.5	1	DWW	RLB	2	2		South
146 S	01/04/2011	14:08:08	47	231	1.25	1.5	3	DWW	RLB	2	2		South
147 S	01/04/2011	14:29:22	49	238	0.78	2.7	1	DWW	RLB	2	2		South
148 S	01/04/2011	14:31:29	50	238	1.57	1.1	1	DWW	RLB	2	2		South
149 S	01/04/2011	14:37:27	50	224	1.57	1.1	1	DWW	RLB	2	2		South
150 S	01/04/2011	14:44:53	51	248	0.99	2	3	DWW	RLB	2	2		South
151 S	01/04/2011	14:50:19	52	247	1.04	1.9	2	DWW	RLB	2	2		South
152 S	01/04/2011	14:51:18	52	247	1.04	1.9	3	DWW	RLB	2	2		South
153 S	01/04/2011	14:54:51	51	223	0.99	2	3	DWW	RLB	2	2		South
154 S	01/04/2011	14:56:14	52	225	0.92	2.2	3	DWW	RLB	2	2		South
155 P	01/04/2011	15:00:28	SEH	DWW	N
156 V	01/04/2011	15:00:28	2	2
157 C	01/04/2011	15:01:22	obs ref = 271
158 S	01/04/2011	15:07:24	53	233	1.25	1.5	1	SEH	DWW	2	2		South
159 S	01/04/2011	15:12:04	53	223	1.25	1.5	2	SEH	DWW	2	2		South
160 S	01/04/2011	15:15:42	53	215	1.25	1.5	3	SEH	DWW	2	2		South
161 S	01/04/2011	15:22:35	54	235	0.62	3.5	1	SEH	DWW	2	2		South
162 S	01/04/2011	15:26:41	54	212	0.67	3.2	1	SEH	DWW	2	2		South
163 S	01/04/2011	15:38:30	55	246	1.57	1.1	2	SEH	DWW	2	2		South
164 S	01/04/2011	15:38:52	56	248	2.59	0.5	2	SEH	DWW	2	2		South
165 S	01/04/2011	15:40:56	57	249	0.86	2.4	1	SEH	DWW	2	2		South
166 S	01/04/2011	15:45:13	58	243	1.57	1.1	1	SEH	DWW	2	2		South
167 S	01/04/2011	15:45:39	56	244	2.59	0.5	3	SEH	DWW	2	2		South
168 S	01/04/2011	15:47:04	57	222	0.78	2.7	1	SEH	DWW	2	2		South
169 S	01/04/2011	15:49:02	58	234	1.47	1.2	1	SEH	DWW	2	2		South
170 S	01/04/2011	15:52:50	56	239	2.59	0.5	3	SEH	DWW	2	2		South
171 S	01/04/2011	15:53:23	58	226	1.47	1.2	2	SEH	DWW	2	2		South
172 S	01/04/2011	15:58:52	59	275	1.25	1.5	1	SEH	DWW	2	2		South
173 S	01/04/2011	16:00:28	59	267	1.25	1.5	2	SEH	DWW	2	2		South
174 S	01/04/2011	16:02:10	60	247	2.12	0.7	1	SEH	DWW	2	2		South
175 S	01/04/2011	16:03:35	56	227	2.59	0.5	4	SEH	DWW	2	2		South
176 S	01/04/2011	16:07:04	59	252	1.25	1.5	3	SEH	DWW	2	2		South
177 S	01/04/2011	16:08:13	61	260	1.39	1.3	1	SEH	DWW	2	2		South
178 S	01/04/2011	16:09:43	62	253	0.83	2.5	1	SEH	DWW	2	2		South
179 S	01/04/2011	16:11:13	62	246	0.83	2.5	2	SEH	DWW	2	2		South
180 S	01/04/2011	16:11:51	59	239	1.25	1.5	3	SEH	DWW	2	2		South
181 S	01/04/2011	16:13:34	56	213	2.59	0.5	4	SEH	DWW	2	2		South
182 S	01/04/2011	16:14:02	59	231	1.25	1.5	3	SEH	DWW	2	2		South
183 S	01/04/2011	16:14:59	62	231	0.78	2.7	2	SEH	DWW	2	2		South
184 S	01/04/2011	16:19:14	61	232	1.19	1.6	2	SEH	DWW	2	2		South
185 S	01/04/2011	16:20:23	63	236	1.39	1.3	1	SEH	DWW	2	2		South
186 S	01/04/2011	16:23:15	61	228	1.19	1.6	2	SEH	DWW	2	2		South
187 S	01/04/2011	16:29:51	64	268	1.25	1.5	1	SEH	DWW	2	2		South
188 E 01/04/2011	16:30:00
