Edited North Trailer 4 Jan 2011 (DWW)
004 B	01/04/2011	07:29:43
005 P	01/04/2011	07:29:43	RLB	SEH	N
006 V	01/04/2011	07:29:43	2	3
007 C	01/04/2011	07:38:29	obs ref = 273
009 S	01/04/2011	07:51:34	1	237	0.96	2.1	1	RLB	SEH	2	3		South
010 S	01/04/2011	07:52:43	1	232	0.92	2.2	1	RLB	SEH	2	3		South
011 S	01/04/2011	08:07:21	2	234	0.92	2.2	1	RLB	SEH	2	3		South
012 S	01/04/2011	08:07:41	3	238	1.25	1.5	2	RLB	SEH	2	3		South
013 S	01/04/2011	08:09:03	3	234	1.25	1.5	2	RLB	SEH	2	3		South
014 S	01/04/2011	08:10:18	3	231	1.25	1.5	2	RLB	SEH	2	3		South
015 S	01/04/2011	08:27:10	4	279	1.57	1.1	1	RLB	SEH	2	3		South
016 S	01/04/2011	08:31:13	5	265	0.83	2.5	1	RLB	SEH	2	3		South
017 S	01/04/2011	08:34:59	6	255	0.83	2.5	1	RLB	SEH	2	3		South
018 S	01/04/2011	08:35:59	5	252	0.71	3	1	RLB	SEH	2	3		South
019 S	01/04/2011	08:36:28	5	249	0.71	3	1	RLB	SEH	2	3		South
020 V	01/04/2011	08:38:09	2	2
021 S	01/04/2011	08:40:01	5	235	0.71	3	1	RLB	SEH	2	2		South
023 S	01/04/2011	08:42:36	6	222	0.83	2.5	3	RLB	SEH	2	2		South
024 S	01/04/2011	08:52:12	7	267	1.31	1.4	1	RLB	SEH	2	2		South
026 S	01/04/2011	08:53:55	7	266	1.47	1.2	1	RLB	SEH	2	2		South
027 S	01/04/2011	08:54:55	7	261	1.25	1.5	1	RLB	SEH	2	2		South
029 S	01/04/2011	08:56:04	7	257	1.25	1.5	1	RLB	SEH	2	2		South
030 S	01/04/2011	08:57:52	7	252	1.25	1.5	2	RLB	SEH	2	2		South
031 P	01/04/2011	09:00:20	DWW	RLB	N
032 V	01/04/2011	09:00:20	2	2
035 C	01/04/2011	09:02:52	obs ref = 272
036 S	01/04/2011	09:04:31	7	239	1.13	1.7	2	DWW	RLB	2	2		South
037 S	01/04/2011	09:07:21	7	226	1.08	1.8	2	DWW	RLB	2	2		South
038 S	01/04/2011	09:08:43	8	253	0.86	2.4	1	DWW	RLB	2	2		South
039 S	01/04/2011	09:14:19	8	233	0.75	2.8	1	DWW	RLB	2	2		South
040 S	01/04/2011	09:19:03	9	246	1.04	1.9	1	DWW	RLB	2	2		South
041 S	01/04/2011	09:20:28	9	244	1.04	1.9	3	DWW	RLB	2	2		South
042 S	01/04/2011	09:26:19	9	222	0.92	2.2	3	DWW	RLB	2	2		South
043 S	01/04/2011	09:42:27	10	278	1.13	1.7	1	DWW	RLB	2	2		South
044 S	01/04/2011	09:44:48	10	275	1.13	1.7	2	DWW	RLB	2	2		South
045 S	01/04/2011	09:52:46	10	258	0.92	2.2	2	DWW	RLB	2	2		South
046 S	01/04/2011	09:53:48	11	265	1.39	1.3	1	DWW	RLB	2	2		South
047 S	01/04/2011	09:55:09	10	251	0.89	2.3	2	DWW	RLB	2	2		South
048 S	01/04/2011	09:56:31	12	269	1.25	1.5	1	DWW	RLB	2	2		South
049 S	01/04/2011	09:57:43	11	256	1.47	1.2	1	DWW	RLB	2	2		South
050 S	01/04/2011	09:59:33	13	265	2.92	0.4	1	DWW	RLB	2	2		South
051 S	01/04/2011	10:01:32	12	250	0.92	2.2	2	DWW	RLB	2	2		South
052 S	01/04/2011	10:02:34	14	257	1.25	1.5	1	DWW	RLB	2	2		South
053 S	01/04/2011	10:05:09	11	232	1.08	1.8	1	DWW	RLB	2	2		South
054 S	01/04/2011	10:07:22	12	231	0.86	2.4	2	DWW	RLB	2	2		South
057 S	01/04/2011	10:13:46	15	269	2.12	0.7	2	DWW	RLB	2	2		South
058 S	01/04/2011	10:18:16	15	263	2.12	0.7	3	DWW	RLB	2	2		South
059 S	01/04/2011	10:22:05	15	257	2.12	0.7	3	DWW	RLB	2	2		South
060 S	01/04/2011	10:27:00	15	249	2.12	0.7	3	DWW	RLB	2	2		South
061 S	01/04/2011	10:29:54	16	262	0.92	2.2	1	DWW	RLB	2	2		South
062 S	01/04/2011	10:33:08	15	238	1.95	0.8	3	DWW	RLB	2	2		South
063 P	01/04/2011	10:33:38	SEH	DWW	N
064 V	01/04/2011	10:33:38	2	2
065 S	01/04/2011	10:35:34	16	246	0.78	2.7	1	SEH	DWW	2	2		South
066 C	01/04/2011	10:35:49	obs ref = 272
067 S	01/04/2011	10:36:37	15	231	1.95	0.8	3	SEH	DWW	2	2		South
068 S	01/04/2011	10:39:57	16	226	0.83	2.5	1	SEH	DWW	2	2		South
069 S	01/04/2011	10:44:52	17	234	1.39	1.3	1	SEH	DWW	2	2		South
070 V	01/04/2011	10:46:48	2	3
071 S	01/04/2011	10:48:57	17	226	1.25	1.5	2	SEH	DWW	2	3		South
072 S	01/04/2011	10:50:03	18	280	1.8	0.9	1	SEH	DWW	2	3		South
073 S	01/04/2011	10:57:39	19	276	1.57	1.1	4	SEH	DWW	2	3		South
074 S	01/04/2011	10:59:28	18	268	1.95	0.8	1	SEH	DWW	2	3		South
075 S	01/04/2011	11:00:59	20	254	0.71	3.0	1	SEH	DWW	2	3		South
076 S	01/04/2011	11:02:38	21	244	1.68	1	2	SEH	DWW	2	3		South
077 S	01/04/2011	11:03:16	20	244	0.64	3.4	1	SEH	DWW	2	3		South
078 S	01/04/2011	11:04:19	22	254	0.99	2	2	SEH	DWW	2	3		South
080 S	01/04/2011	11:08:21	19	259	1.39	1.3	4	SEH	DWW	2	3		South
081 S	01/04/2011	11:08:55	23	261	1.47	1.2	1	SEH	DWW	2	3		South
082 S	01/04/2011	11:12:26	24	262	1.31	1.4	1	SEH	DWW	2	3		South
083 S	01/04/2011	11:13:09	22	225	0.99	2	2	SEH	DWW	2	3		South
084 S	01/04/2011	11:17:50	18	232	1.68	1	2	SEH	DWW	2	3		South
085 S	01/04/2011	11:19:07	19	248	1.13	1.7	4	SEH	DWW	2	3		South
086 S	01/04/2011	11:21:28	25	265	1.13	1.7	1	SEH	DWW	2	3		South
087 S	01/04/2011	11:23:02	23	229	1.47	1.2	1	SEH	DWW	2	3		South
088 S	01/04/2011	11:24:44	25	256	0.99	2	1	SEH	DWW	2	3		South
089 S	01/04/2011	11:28:01	26	248	1.47	1.2	1	SEH	DWW	2	3		South
090 S	01/04/2011	11:28:09	25	247	0.99	2	1	SEH	DWW	2	3	      South
