Edited North Trailer 31 Jan 2011 (DWW)
001 B	01/31/2011	07:29:58
002 P	01/31/2011	07:29:58	EIA	JDR	N
003 V	01/31/2011	07:29:58	2	2
004 C	01/31/2011	07:30:32	obs ref EIA 271, recorder ref JDR 272
005 S	01/31/2011	07:31:39	1	268	0.75	2.8	4	EIA	JDR	2	2		South
006 S	01/31/2011	07:33:20	2	276	1.95	0.8	2	EIA	JDR	2	2		South
007 S	01/31/2011	07:35:18	1	261	0.75	2.8	4	EIA	JDR	2	2		South
008 S	01/31/2011	07:40:46	1	258	0.51	4.4	4	EIA	JDR	2	2		South
009 S	01/31/2011	07:41:29	3	257	0.92	2.2	1	EIA	JDR	2	2		South
010 S	01/31/2011	07:44:34	3	252	0.71	3	2	EIA	JDR	2	2		South
011 S	01/31/2011	07:45:19	1	232	0.51	4.4	4	EIA	JDR	2	2		South
013 S	01/31/2011	07:50:39	3	233	0.67	3.2	2	EIA	JDR	2	2		South
015 S	01/31/2011	07:52:21	4	232	0.8	2.6	1	EIA	JDR	2	2		South
016 S	01/31/2011	07:56:46	5	270	1.08	1.8	2	EIA	JDR	2	2		South
017 V	01/31/2011	07:58:38	3	2
018 S	01/31/2011	07:59:54	5	260	0.96	2.1	2	EIA	JDR	3	2		South
019 S	01/31/2011	08:01:18	6	275	0.8	2.6	2	EIA	JDR	3	2		South
020 S	01/31/2011	08:03:28	5	250	0.92	2.2	3	EIA	JDR	3	2		South
021 S	01/31/2011	08:06:03	5	240	0.86	2.4	3	EIA	JDR	3	2		South
022 S	01/31/2011	08:08:28	5	228	0.83	2.5	3	EIA	JDR	3	2		South
023 S	01/31/2011	08:10:49	6	242	0.83	2.5	3	EIA	JDR	3	2		South
024 S	01/31/2011	08:11:47	7	238	0.55	4	2	EIA	JDR	3	2		South
025 S	01/31/2011	08:23:30	8	277	0.92	2.2	1	EIA	JDR	3	2		South
026 V	01/31/2011	08:26:19	3	3
027 S	01/31/2011	08:28:09	8	269	0.86	2.4	1	EIA	JDR	3	3		South
028 S	01/31/2011	08:37:34	8	251	0.75	2.8	2	EIA	JDR	3	3		South
029 S	01/31/2011	08:44:01	8	226	0.71	3	2	EIA	JDR	3	3		South
030 C	01/31/2011	08:44:33	2.6 @ 245 BEARING -- KILLER WHALES, AT LEAST 2 ANIMALS
031 C	01/31/2011	08:47:50	2.2 @ 263 BEARING, KILLER WHALE RESIGHT, 3 ANIMALS, MOVING NORTH
032 C	01/31/2011	08:53:46	1.5 @ 287 BEARING, KILLER WHALE RESIGHT
033 P	01/31/2011	09:00:29	IRC	EIA	N
034 V	01/31/2011	09:00:29	3	3
035 C	01/31/2011	09:00:43	OBS REF IRC 271, EIA 272	
041 S	01/31/2011	09:05:21	10	281	1.25	1.5	1	IRC	EIA	3	3		South
042 S	01/31/2011	09:08:30	10	273	1.25	1.5	1	IRC	EIA	3	3		South
043 S	01/31/2011	09:11:17	11	259	0.83	2.5	2	IRC	EIA	3	3		South
044 S	01/31/2011	09:13:51	11	246	0.71	3	2	IRC	EIA	3	3		South
045 S	01/31/2011	09:18:16	11	222	0.67	3.2	2	IRC	EIA	3	3		South
046 S	01/31/2011	09:50:07	12	272	1.31	1.4	1	IRC	EIA	3	3		South
047 S	01/31/2011	09:56:19	12	251	1.19	1.6	1	IRC	EIA	3	3		South
048 S	01/31/2011	10:02:08	12	230	1.13	1.7	1	IRC	EIA	3	3		South
049 P	01/31/2011	10:03:25	IRC	EIA	N
050 V	01/31/2011	10:03:25	3	3
051 S	01/31/2011	10:07:22	13	278	3.37	0.3	2	IRC	EIA	3	3		South
052 S	01/31/2011	10:11:23	13	275	3.37	0.3	2	IRC	EIA	3	3		South
053 S	01/31/2011	10:23:51	13	272	2.33	0.6	5	IRC	EIA	3	3		South
054 S	01/31/2011	10:24:42	14	279	1.25	1.5	1	IRC	EIA	3	3		South
055 S	01/31/2011	10:29:12	14	262	1.25	1.5	1	IRC	EIA	3	3		South
056 P	01/31/2011	10:30:12	JDR	IRC	N
057 V	01/31/2011	10:30:12	3	3
058 C	01/31/2011	10:30:52	JDR 267 REF BEARING, IRC 272 REF BEARING
059 S	01/31/2011	10:36:08	14	240	1.13	1.7	1	JDR	IRC	3	3		South
061 S	01/31/2011	10:40:16	15	264	2.59	0.5	2	JDR	IRC	3	3		South
063 C	01/31/2011	10:45:32	JDR REF BEARING @ 270, IRC REF BEARING @ 271
064 S	01/31/2011	10:53:31	16	269	2.12	0.7	4	JDR	IRC	3	3		South
065 V	01/31/2011	10:58:01	4	3
066 S	01/31/2011	11:07:26	17	260	1.47	1.2	3	JDR	IRC	4	3		South
067 S	01/31/2011	11:13:47	17	253	1.47	1.2	3	JDR	IRC	4	3		South
068 S	01/31/2011	11:20:42	18	259	1.25	1.5	2	JDR	IRC	4	3		South
069 S	01/31/2011	11:24:44	17	238	1.39	1.3	3	JDR	IRC	4	3		South
070 S	01/31/2011	11:43:21	19	252	0.83	2.5	5	JDR	IRC	4	3		South
071 C	01/31/2011	11:44:03	Grampus spread across 250 to 265 bearing
072 P	01/31/2011	12:00:19	EIA	JDR	N
073 V	01/31/2011	12:00:19	4	3
074 C	01/31/2011	12:00:39	obs ref 272 bearing; rec ref 270 bearing
075 C	01/31/2011	12:03:00	238 bearing 0.1 reticle to northbound vessel
076 C	01/31/2011	12:05:00	241 bearing. 0.1 reticle to vessel
077 S	01/31/2011	12:06:26	20	266	1.25	1.5	1	EIA	JDR	4	3		South
078 C	01/31/2011	12:07:01	242 bearing, 0.1 reticle to vessel
079 C	01/31/2011	12:09:00	245 bearing, 0.1 reticle to vessel
080 S	01/31/2011	12:10:24	20	256	0.99	2	1	EIA	JDR	4	3		South
081 C	01/31/2011	12:11:02	249 bearing to vessel (0.1 reticle)
082 C	01/31/2011	12:13:02	252 bearing to vessel
083 C	01/31/2011	12:15:05	254 bearing to vessel
084 S	01/31/2011	12:16:25	20	236	0.99	2	1	EIA	JDR	4	3		South
085 C	01/31/2011	12:17:04	256 bearing to vessel
086 S	01/31/2011	12:17:56	21	281	1.19	1.6	2	EIA	JDR	4	3		South
087 C	01/31/2011	12:19:03	259 bearing to vessel
088 S	01/31/2011	12:20:38	21	275	1.08	1.8	2	EIA	JDR	4	3		South
089 S	01/31/2011	12:22:35	21	269	0.96	2.1	2	EIA	JDR	4	3		South
091 S	01/31/2011	12:29:08	23	259	1.19	1.6	2	EIA	JDR	4	3		South
092 S	01/31/2011	12:30:42	21	247	0.75	2.8	4	EIA	JDR	4	3		South
093 S	01/31/2011	12:33:54	21	230	0.75	2.8	4	EIA	JDR	4	3		South
094 S	01/31/2011	12:38:15	23	243	1.08	1.8	3	EIA	JDR	4	3		South
096 S	01/31/2011	12:42:39	23	223	1.08	1.8	3	EIA	JDR	4	3		South
097 S	01/31/2011	12:46:25	24	259	1.25	1.5	1	EIA	JDR	4	3		South
098 S	01/31/2011	12:50:56	24	247	1.08	1.8	1	EIA	JDR	4	3		South
099 S	01/31/2011	12:55:04	24	231	1.04	1.9	1	EIA	JDR	4	3		South
100 P	01/31/2011	13:29:33	IRC	EIA	N
101 V	01/31/2011	13:29:33	4	3
102 C	01/31/2011	13:29:44	obs ref IRC 273, EIA 272
103 S	01/31/2011	13:49:36	25	280	1.31	1.4	1	IRC	EIA	4	3		South
104 S	01/31/2011	13:55:51	25	266	1.08	1.8	1	IRC	EIA	4	3		South
105 S	01/31/2011	13:57:31	25	260	1.08	1.8	2	IRC	EIA	4	3		South
106 S	01/31/2011	14:00:37	25	243	0.92	2.2	2	IRC	EIA	4	3		South
107 S	01/31/2011	14:02:59	25	231	0.83	2.5	2	IRC	EIA	4	3		South
109 S	01/31/2011	14:37:29	26	277	2.12	0.7	1	IRC	EIA	4	3		South
110 S	01/31/2011	14:40:05	26	272	2.12	0.7	2	IRC	EIA	4	3		South
111 S	01/31/2011	14:45:28	26	263	2.12	0.7	2	IRC	EIA	4	3		South
112 S	01/31/2011	14:49:17	26	256	2.12	0.7	2	IRC	EIA	4	3		South
113 P	01/31/2011	14:59:52	JDR	IRC	N
114 V	01/31/2011	14:59:52	4	3
116 C	01/31/2011	15:00:25	JDR @ 270 REF BEARING, IRC@ 272 REF BEARING
120 S	01/31/2011	15:13:16	26	220	1.95	0.8	2	JDR	IRC	4	3		South
121 S	01/31/2011	15:16:51	27	265	1.95	0.8	2	JDR	IRC	4	3		South
122 S	01/31/2011	15:17:55	28	254	1.68	1	2	JDR	IRC	4	3		South
123 S	01/31/2011	15:25:29	28	245	1.47	1.2	2	JDR	IRC	4	3		South
124 S	01/31/2011	15:25:54	28	245	1.47	1.2	2	JDR	IRC	4	3		South
132 S	01/31/2011	15:46:43	31	247	0.33	7	1	JDR	IRC	4	3		South
133 C	01/31/2011	15:50:46	GLARE FROM BEARING 220 TO THE SOUTH
134 S	01/31/2011	15:56:46	32	219	1.47	1.2	1	JDR	IRC	4	3		South
135 S	01/31/2011	16:09:26	33	260	0.99	2	1	JDR	IRC	4	3		South
136 S	01/31/2011	16:10:06	34	268	1.08	1.8	2	JDR	IRC	4	3		South
