079 C	01/11/2011	10:34:06	obs ref: seh 301; sjc 301
080 S	01/11/2011	10:35:24	25	270	1.68	1	2	SEH	SJC	4	3		South
081 S	01/11/2011	10:39:23	25	265	1.68	1	2	SEH	SJC	4	3		South
082 S	01/11/2011	10:43:24	26	242	1.47	1.2	3	SEH	SJC	4	3		South
083 C	01/11/2011	10:45:20	tanker bow: 227
084 S	01/11/2011	10:48:28	26	240	1.39	1.3	3	SEH	SJC	4	3		South
086 S	01/11/2011	10:50:02	25	251	1.57	1.1	3	SEH	SJC	4	3		South
087 C	01/11/2011	10:50:21	grp 25 is slightly spread out now
088 C	01/11/2011	11:00:01	tanker bow: 241
089 S	01/11/2011	11:05:16	25	239	1.39	1.3	3	SEH	SJC	4	3		South
090 C	01/11/2011	11:15:04	tanker bow: 254
091 S	01/11/2011	11:21:18	27	253	0.25	9.5	1	SEH	SJC	4	3		South
092 S	01/11/2011	11:50:10	28	277	0.58	3.8	1	SEH	SJC	4	3		South
094 S	01/11/2011	11:57:00	28	255	0.5	4.5	1	SEH	SJC	4	3		South
095 C	01/11/2011	12:00:04	F/V bow: 269; ret 9
096 P	01/11/2011	12:00:48	NEB	SEH	S
097 V	01/11/2011	12:00:48	4	3
098 C	01/11/2011	12:03:03	obs ref = 300, 300
099 S	01/11/2011	12:40:10	29	249	1.57	1.1	1	NEB	SEH	4	3		South
100 S	01/11/2011	12:40:52	30	283	1.68	1	1	NEB	SEH	4	3		South
101 S	01/11/2011	12:45:10	29	240	1.47	1.2	1	NEB	SEH	4	3		South
102 S	01/11/2011	12:49:44	31	249	1.68	1	1	NEB	SEH	4	3		South
103 S	01/11/2011	12:55:03	32	244	1.80	0.9	3	NEB	SEH	4	3		South
104 S	01/11/2011	13:03:49	33	244	0.2	12	1	NEB	SEH	4	3		South
105 S	01/11/2011	13:29:56	34	263	1.80	.9	1	NEB	SEH	4	3		South
106 P	01/11/2011	13:31:00	SJC	NEB	S
107 V	01/11/2011	13:31:00	4	3
108 C	01/11/2011	13:31:53	obs ref, SJC = 300, NEB = 301
109 S	01/11/2011	13:36:14	35	257	1.95	0.8	2	SJC	NEB	4	3		South
110 S	01/11/2011	13:40:31	36	280	1.8	0.9	1	SJC	NEB	4	3		South
111 S	01/11/2011	13:41:16	37	261	0.73	2.9	1	SJC	NEB	4	3		South
112 S	01/11/2011	13:44:09	34	243	1.8	0.9	2	SJC	NEB	4	3		South
113 S	01/11/2011	13:48:14	38	268	1.95	0.8	2	SJC	NEB	4	3		South
114 S	01/11/2011	13:54:54	38	258	1.8	0.9	2	SJC	NEB	4	3		South
115 S	01/11/2011	14:04:41	39	288	4.01	0.2	1	SJC	NEB	4	3		South
116 V	01/11/2011	14:04:56	3	3
117 S	01/11/2011	14:16:47	40	291	2.33	0.6	2	SJC	NEB	3	3		South
118 S	01/11/2011	14:20:04	41	294	1.8	0.9	2	SJC	NEB	3	3		South
119 S	01/11/2011	14:24:08	41	291	1.8	0.9	2	SJC	NEB	3	3		South
120 S	01/11/2011	14:24:27	40	289	2.12	0.7	2	SJC	NEB	3	3		South
121 S	01/11/2011	14:24:38	41	291	1.8	0.9	2	SJC	NEB	3	3		South
122 S	01/11/2011	14:28:13	42	287	0.96	2.1	1	SJC	NEB	3	3		South
123 S	01/11/2011	14:28:34	41	288	1.8	0.9	2	SJC	NEB	3	3		South
124 S	01/11/2011	14:30:09	41	288	1.8	0.9	3	SJC	NEB	3	3		South
125 S	01/11/2011	14:30:32	43	286	2.92	0.4	1	SJC	NEB	3	3		South
126 S	01/11/2011	14:31:15	42	285	0.89	2.3	1	SJC	NEB	3	3		South
127 S	01/11/2011	14:31:55	40	279	2.12	0.7	2	SJC	NEB	3	3		South
128 C	01/11/2011	14:33:57	260, 8ret, grampus B-H-L 20,30,16, tight group lots of mom/calf pairs
129 S	01/11/2011	14:35:31	42	268	0.8	2.6	1	SJC	NEB	3	3		South
130 S	01/11/2011	14:40:00	40	269	1.95	0.8	2	SJC	NEB	3	3		South
131 S	01/11/2011	14:40:24	47	266	1.57	1.1	2	SJC	NEB	3	3		South
132 S	01/11/2011	14:40:45	44	290	1.95	0.8	1	SJC	NEB	3	3		South
133 S	01/11/2011	14:41:00	45	294	2.59	0.5	1	SJC	NEB	3	3		South
134 S	01/11/2011	14:42:03	41	275	1.39	1.3	3	SJC	NEB	3	3		South
136 S	01/11/2011	14:43:27	43	270	2.59	0.5	1	SJC	NEB	3	3		South
137 S	01/11/2011	14:43:47	46	262	2.33	0.6	1	SJC	NEB	3	3		South
138 S	01/11/2011	14:45:12	46	262	2.33	0.6	2	SJC	NEB	3	3		South
139 S	01/11/2011	14:46:41	47	256	1.47	1.2	2	SJC	NEB	3	3		South
141 S	01/11/2011	14:48:47	40	260	1.68	1	2	SJC	NEB	3	3		South
142 S	01/11/2011	14:49:10	48	254	0.96	2.1	1	SJC	NEB	3	3		South
143 S  01/11/2011	14:49:56	49	285	2.59	0.5	1	SJC	NEB	3	3		South	
145 S	01/11/2011	14:50:33	49	285	2.59	0.5	3	SJC	NEB	3	3		South
146 S	01/11/2011	14:51:31	47	248	1.39	1.3	2	SJC	NEB	3	3		South
147 S	01/11/2011	14:52:05	46	251	2.12	0.7	2	SJC	NEB	3	3		South
148 S	01/11/2011	14:52:40	41	254	1.19	1.6	4	SJC	NEB	3	3		South
149 S	01/11/2011	14:53:18	50	275	0.55	4	1	SJC	NEB	3	3		South
150 S	01/11/2011	14:54:16	50	268	0.55	4	1	SJC	NEB	3	3		South
151 S	01/11/2011	14:54:51	45	289	1.95	0.8	1	SJC	NEB	3	3		South
152 S	01/11/2011	14:57:33	48	232	0.96	2.1	1	SJC	NEB	3	3		South
153 S	01/11/2011	14:58:14	51	293	2.92	0.4	4	SJC	NEB	3	3		South
154 S	01/11/2011	14:58:50	50	237	0.59	3.7	1	SJC	NEB	3	3		South
155 S	01/11/2011	14:59:24	41	237	1.31	1.4	4	SJC	NEB	3	3		South
156 S	01/11/2011	15:00:10	49	278	2.59	0.5	5	SJC	NEB	3	3		South
157 S	01/11/2011	15:02:41	52	246	0.96	2.1	1	SJC	NEB	3	3		South
158 P	01/11/2011	15:03:09	SEH	SJC	S
159 V	01/11/2011	15:03:09	3	3
160 C	01/11/2011	15:03:47	obs ref: seh 300; sjc 298
161 S	01/11/2011	15:05:19	51	286	2.33	0.6	4	SEH	SJC	3	3		South
162 C	01/11/2011	15:05:26	grp 51 2 pr separated by a couple of whale lengths
163 S	01/11/2011	15:09:35	49	269	2.33	0.6	5	SEH	SJC	3	3		South
164 S	01/11/2011	15:13:29	53	291	1.95	0.8	1	SEH	SJC	3	3		South
165 S	01/11/2011	15:19:04	51	262	1.95	0.8	4	SEH	SJC	3	3		South
166 S	01/11/2011	15:21:25	54	268	1.68	1	1	SEH	SJC	3	3		South
167 S	01/11/2011	15:21:42	55	272	1.68	1	2	SEH	SJC	3	3		South
168 S	01/11/2011	15:23:06	54	267	1.8	0.9	3	SEH	SJC	3	3		South
169 S	01/11/2011	15:27:05	51	253	1.95	0.8	4	SEH	SJC	3	3		South
170 S	01/11/2011	15:27:15	56	277	2.92	0.4	4	SEH	SJC	3	3		South
171 S	01/11/2011	15:32:22	54	253	1.68	1	3	SEH	SJC	3	3		South
172 C	01/11/2011	15:33:38	0-2 ret is beau 4
173 S	01/11/2011	15:34:10	51	244	1.95	0.8	4	SEH	SJC	3	3		South
174 S	01/11/2011	15:39:13	57	289	1.68	1	1	SEH	SJC	3	3		South
175 S	01/11/2011	15:41:53	58	293	0.67	3.2	1	SEH	SJC	3	3		South
176 S	01/11/2011	15:44:49	59	283	1.57	1.1	1	SEH	SJC	3	3		South
177 S	01/11/2011	15:46:08	56	259	2.59	0.5	4	SEH	SJC	3	3		South
178 S	01/11/2011	15:47:11	53	239	1.47	1.2	1	SEH	SJC	3	3		South
179 S	01/11/2011	15:48:46	60	294	1.31	1.4	1	SEH	SJC	3	3		South
180 S	01/11/2011	15:49:57	58	265	0.38	6.1	1	SEH	SJC	3	3		South
181 S	01/11/2011	15:50:21	58	259	0.37	6.3	1	SEH	SJC	3	3		South
183 S	01/11/2011	15:55:27	62	277	1.47	1.2	3	SEH	SJC	3	3		South
184 S	01/11/2011	15:59:33	63	289	0.65	3.3	1	SEH	SJC	3	3		South
185 S	01/11/2011	16:02:07	64	269	1.47	1.2	2	SEH	SJC	3	3		South
186 S	01/11/2011	16:04:13	63	267	0.53	4.2	1	SEH	SJC	3	3		South
187 S	01/11/2011	16:06:22	65	288	1.57	1.1	1	SEH	SJC	3	3		South
188 S	01/11/2011	16:06:47	66	283	0.53	4.2	1	SEH	SJC	3	3		South
189 S	01/11/2011	16:08:19	63	244	0.5	4.5	1	SEH	SJC	3	3		South
190 S	01/11/2011	16:09:31	62	254	1.25	1.5	3	SEH	SJC	3	3		South
191 S	01/11/2011	16:11:14	67	282	1.57	1.1	1	SEH	SJC	3	3		South
192 S	01/11/2011	16:12:17	66	252	0.53	4.2	1	SEH	SJC	3	3		South
193 S	01/11/2011	16:12:55	66	241	0.5	4.5	1	SEH	SJC	3	3		South
194 S	01/11/2011	16:19:09	65	269	1.31	1.4	1	SEH	SJC	3	3		South
195 S	01/11/2011	16:25:47	65	258	1.13	1.7	1	SEH	SJC	3	3		South
196 E	01/11/2011	16:31:37
