079 S	1/23/2020	15:43:47	39	274	1.68	1	2	KXD	BLH	3	3		South
080 S	1/23/2020	15:45:50	38	279	1.68	1	2	KXD	BLH	3	3		South
081 V	1/23/2020	15:49:09	3	4									
082 S	1/23/2020	15:50:12	39	255	1.57	1.1	2	KXD	BLH	3	4		South
083 S	1/23/2020	15:51:25	38	271	1.47	1.2	2	KXD	BLH	3	4		South
084 S	1/23/2020	15:55:33	40	274	1.57	1.1	2	KXD	BLH	3	4		South
085 S	1/23/2020	16:00:09	41	288	1.95	0.8	1	KXD	BLH	3	4		South
086 C	1/23/2020	16:00:31	low light conditions are prevalent										
087 S	1/23/2020	16:04:09	40	253	1.39	1.3	2	KXD	BLH	3	4		South
088 S	1/23/2020	16:06:11	41	278	1.68	1	1	KXD	BLH	3	4		South
089 S	1/23/2020	16:16:14	41	257	1.57	1.1	2	KXD	BLH	3	4		South
090 S	1/23/2020	16:17:42	42	285	1.68	1	2	KXD	BLH	3	4		South
091 S	1/23/2020	16:22:10	42	276	1.57	1.1	2	KXD	BLH	3	4		South
093 E	1/23/2020	16:30:26											
