001 C	1/23/2020	7:31:48	viz > 4; fog obscuring horizon so delayed start of effort.										
002 B	1/23/2020	10:34:38											
003 P	1/23/2020	10:34:38	KXD	BLH	N								
004 V	1/23/2020	10:34:38	2	4									
005 C	1/23/2020	10:35:26	horizon is obscured by fog from 240-270										
006 V	1/23/2020	10:41:01	2	4									
007 S	1/23/2020	10:42:15	1	286	2.59	0.5	3	KXD	BLH	2	4		South
008 S	1/23/2020	10:51:35	2	268	1.68	1	1	KXD	BLH	2	4		South
009 S	1/23/2020	10:54:16	2	261	1.68	1	2	KXD	BLH	2	4		South
010 S	1/23/2020	10:56:41	2	253	1.68	1	2	KXD	BLH	2	4		South
011 S	1/23/2020	11:06:11	3	249	1.25	1.5	2	KXD	BLH	2	4		South
012 S	1/23/2020	11:09:09	4	243	0.71	3	1	KXD	BLH	2	4		South
013 C	1/23/2020	11:18:03	horizon hazy but visible now										
014 S	1/23/2020	11:27:59	5	258	1.47	1.2	1	KXD	BLH	2	4		South
015 S	1/23/2020	11:37:43	6	287	1.95	0.8	2	KXD	BLH	2	4		South
016 S	1/23/2020	11:39:56	7	245	0.45	5	1	KXD	BLH	2	4		South
017 S	1/23/2020	11:45:21	8	279	2.59	0.5	4	KXD	BLH	2	4		South
018 S	1/23/2020	11:47:05	9	250	1.25	1.5	1	KXD	BLH	2	4		South
019 S	1/23/2020	11:51:54	8	270	1.95	0.8	4	KXD	BLH	2	4		South
020 S	1/23/2020	11:52:35	6	255	1.25	1.5	2	KXD	BLH	2	4		South
021 S	1/23/2020	11:55:15	8	264	1.68	1	4	KXD	BLH	2	4		South
022 P	1/23/2020	12:00:19	ARL	KXD	N								
023 V	1/23/2020	12:00:19	2	4									
024 S	1/23/2020	12:03:06	10	286	1.95	0.8	2	ARL	KXD	2	4		South
025 S	1/23/2020	12:04:31	8	243	1.68	1	8	ARL	KXD	2	4		South
026 S	1/23/2020	12:17:48	10	250	1.25	1.5	2	ARL	KXD	2	4		South
027 S	1/23/2020	12:20:59	11	281	1.68	1	1	ARL	KXD	2	4		South
028 S	1/23/2020	12:22:15	12	267	1.47	1.2	2	ARL	KXD	2	4		South
029 S	1/23/2020	12:29:03	12	251	1.47	1.2	2	ARL	KXD	2	4		South
030 S	1/23/2020	12:29:41	11	253	1.47	1.2	1	ARL	KXD	2	4		South
031 V	1/23/2020	12:32:28	2	3									
032 S	1/23/2020	12:34:35	13	259	1.68	1	1	ARL	KXD	2	3		South
033 S	1/23/2020	12:39:59	14	247	1.39	1.3	0	ARL	KXD	2	3		South
034 S	1/23/2020	12:45:25	15	249	1.19	1.6	2	ARL	KXD	2	3		South
035 S	1/23/2020	12:51:41	16	281	1.47	1.2	1	ARL	KXD	2	3		South
036 S	1/23/2020	12:53:10	17	287	2.12	0.7	1	ARL	KXD	2	3		South
037 S	1/23/2020	12:57:10	16	249	1.19	1.6	1	ARL	KXD	2	3		South
038 S	1/23/2020	13:01:03	18	261	1.25	1.5	1	ARL	KXD	2	3		South
039 C	1/23/2020	13:06:12	"Bino calibration: obs=238, rec=244"										
040 S	1/23/2020	13:14:13	19	273	1.95	0.8	4	ARL	KXD	2	3		South
041 S	1/23/2020	13:25:53	19	255	1.68	1	4	ARL	KXD	2	3		South
042 P	1/23/2020	13:30:39	BLH	ARL	N								
043 V	1/23/2020	13:30:39	2	3									
044 S	1/23/2020	13:46:21	20	239	1.47	1.2	3	BLH	ARL	2	3		South
045 S	1/23/2020	13:47:32	21	242	1.13	1.7	1	BLH	ARL	2	3		South
046 S	1/23/2020	13:57:11	22	262	1.04	1.9	1	BLH	ARL	2	3		South
047 S	1/23/2020	13:59:44	23	285	1.57	1.1	2	BLH	ARL	2	3		South
048 S	1/23/2020	14:07:28	24	256	0.99	2	1	BLH	ARL	2	3		South
049 S	1/23/2020	14:10:48	24	243	0.96	2.1	2	BLH	ARL	2	3		South
050 S	1/23/2020	14:13:32	25	270	1.47	1.2	1	BLH	ARL	2	3		South
051 S	1/23/2020	14:14:01	23	268	1.25	1.5	4	BLH	ARL	2	3		South
052 C	1/23/2020	14:15:17	"bino calibration obs=241, rec = 247. recorder also tried third pair of binos; also at 247."										
053 S	1/23/2020	14:16:13	26	274	1.31	1.4	2	BLH	ARL	2	3		South
054 S	1/23/2020	14:21:45	27	286	1.08	1.8	1	BLH	ARL	2	3		South
055 S	1/23/2020	14:24:36	28	281	1.68	1	4	BLH	ARL	2	3		South
056 S	1/23/2020	14:36:02	29	280	1.57	1.1	1	BLH	ARL	2	3		South
057 S	1/23/2020	14:36:33	28	266	1.68	1	5	BLH	ARL	2	3		South
058 S	1/23/2020	14:38:46	30	260	1.57	1.1	1	BLH	ARL	2	3		South
059 S	1/23/2020	14:42:25	29	269	1.47	1.2	1	BLH	ARL	2	3		South
060 S	1/23/2020	14:43:44	30	249	1.39	1.3	2	BLH	ARL	2	3		South
061 S	1/23/2020	14:46:41	28	263	1.47	1.2	5	BLH	ARL	2	3		South
062 S	1/23/2020	14:49:58	31	281	0.38	6	1	BLH	ARL	2	3	Mom-calf pair	South
063 C	1/23/2020	14:55:57	group 31 is confirmed to be a MC pair										
064 P	1/23/2020	15:01:02	KXD	BLH	N								
065 V	1/23/2020	15:01:02	2	3									
066 S	1/23/2020	15:02:10	28	247	1.47	1.2	5	KXD	BLH	2	3		South
067 S	1/23/2020	15:05:26	32	269	1.47	1.2	1	KXD	BLH	2	3		South
068 S	1/23/2020	15:06:58	33	269	0.71	3	1	KXD	BLH	2	3		South
069 S	1/23/2020	15:09:45	34	280	1.95	0.8	3	KXD	BLH	2	3		South
070 S	1/23/2020	15:13:00	33	248	0.55	4	1	KXD	BLH	2	3		South
071 S	1/23/2020	15:17:00	34	267	1.68	1	3	KXD	BLH	2	3		South
072 S	1/23/2020	15:18:51	35	289	1.68	1	3	KXD	BLH	2	3		South
073 S	1/23/2020	15:21:51	36	271	1.57	1.1	1	KXD	BLH	2	3		South
074 S	1/23/2020	15:26:10	34	247	1.47	1.2	3	KXD	BLH	2	3		South
075 S	1/23/2020	15:27:51	37	279	1.68	1	3	KXD	BLH	2	3		South
076 S	1/23/2020	15:32:15	36	248	1.57	1.1	1	KXD	BLH	2	3		South
077 V	1/23/2020	15:33:30	3	3									
078 S	1/23/2020	15:39:56	38	287	1.95	0.8	2	KXD	BLH	3	3		South
