001 B	02/09/2016	07:30:12
002 P	02/09/2016	07:30:12	HME	JWG	N
003 V	02/09/2016	07:30:12	2	4
005 S	02/09/2016	08:48:48	1	254	0.18	13	2	HME	JWG	2	4		South
006 P	02/09/2016	09:00:22	MSL	HME	N
007 V	02/09/2016	09:00:22	2	3
008 S	02/09/2016	09:21:05	2	263	0.17	14	1	MSL	HME	2	3		South
009 S	02/09/2016	09:25:29	3	284	0.89	2.3	1	MSL	HME	2	3		South
010 S	02/09/2016	09:34:36	3	267	0.75	2.8	1	MSL	HME	2	3		South
011 P	02/09/2016	10:30:08	JWG	MSL	N
012 V	02/09/2016	10:30:08	2	3
013 S	02/09/2016	11:37:35	4	265	1.68	1	5	JWG	MSL	2	3		South
014 S	02/09/2016	11:44:17	4	250	1.68	1	6	JWG	MSL	2	3		South
015 P	02/09/2016	12:00:07	HME	JWG	N
016 V	02/09/2016	12:00:07	2	3
017 S	02/09/2016	12:23:12	5	242	0.25	9.5	1	HME	JWG	2	3		South
018 S	02/09/2016	12:27:18	6	240	1.25	1.5	1	HME	JWG	2	3		North
019 S	02/09/2016	12:50:06	6	271	1.08	1.8	1	HME	JWG	2	3		North
020 P	02/09/2016	13:30:02	MSL	HME	N
021 V	02/09/2016	13:30:02	2	2
022 S	02/09/2016	13:55:38	7	245	0.99	2	4	MSL	HME	2	2		South
023 S	02/09/2016	14:09:26	8	252	1.04	1.9	2	MSL	HME	2	2		North
024 S	02/09/2016	14:16:01	9	275	1.39	1.3	1	MSL	HME	2	2		South
025 S	02/09/2016	14:25:14	10	273	0.69	3.1	1	MSL	HME	2	2		South
026 S	02/09/2016	14:26:50	9	254	1.19	1.6	1	MSL	HME	2	2		South
027 S	02/09/2016	14:32:44	11	270	0.36	6.5	1	MSL	HME	2	2		South
028 S	02/09/2016	14:35:09	11	253	0.29	8	2	MSL	HME	2	2		South
029 S	02/09/2016	14:36:02	10	262	0.61	3.6	2	MSL	HME	2	2		South
030 S	02/09/2016	14:38:04	12	258	1.57	1.1	2	MSL	HME	2	2		North
031 S	02/09/2016	14:44:44	10	247	0.59	3.7	2	MSL	HME	2	2		South
032 S	02/09/2016	14:49:54	10	230	0.62	3.5	2	MSL	HME	2	2		South
034 P	02/09/2016	15:00:19	JWG	MSL	N
035 V	02/09/2016	15:00:19	2	3
037 S	02/09/2016	15:37:26	13	280	1.68	1	2	JWG	MSL	2	3		South
038 S	02/09/2016	15:39:10	13	281	1.8	0.9	2	JWG	MSL	2	3		South
039 S	02/09/2016	15:58:21	13	230	1.25	1.5	2	JWG	MSL	2	3		South
040 S	02/09/2016	16:04:56	14	267	0.99	2	2	JWG	MSL	2	3		South
041 S	02/09/2016	16:08:28	14	249	1.08	1.8	2	JWG	MSL	2	3		South
042 S	02/09/2016	16:18:47	15	243	0.96	2.1	1	JWG	MSL	2	3		North
043 S	02/09/2016	16:28:50	16	241	0.99	2	2	JWG	MSL	2	3		North
044 E	02/09/2016	16:30:04
