001 B	02/08/2016	07:30:37
002 P	02/08/2016	07:30:37	JWG	MSL	N
003 V	02/08/2016	07:30:37	2	4
006 S	02/08/2016	07:49:16	2	243	0.5	4.5	1	JWG	MSL	2	4		South
007 S	02/08/2016	08:02:09	3	288	0.62	3.5	1	JWG	MSL	2	4		North
008 S	02/08/2016	08:07:40	4	269	0.92	2.2	1	JWG	MSL	2	4		South
009 S	02/08/2016	08:19:59	5	243	0.83	2.5	1	JWG	MSL	2	4		South
010 S	02/08/2016	08:22:30	6	241	0.34	6.8	1	JWG	MSL	2	4		South
011 V	02/08/2016	08:38:48	2	3
012 P	02/08/2016	09:00:43	HME	JWG	N
013 V	02/08/2016	09:00:43	2	3
014 S	02/08/2016	09:18:03	7	243	0.55	4	1	HME	JWG	2	3		South
015 S	02/08/2016	09:42:39	8	263	0.17	14	1	HME	JWG	2	3		South
016 S	02/08/2016	09:46:37	9	284	1.95	0.8	1	HME	JWG	2	3		South
017 V	02/08/2016	09:46:48	2	2
020 S	02/08/2016	10:06:38	9	277	1.68	1	2	HME	JWG	2	2		South
022 P	02/08/2016	10:30:06	MSL	HME	N
023 V	02/08/2016	10:30:06	2	2
024 S	02/08/2016	10:32:49	11	286	1.25	1.5	1	MSL	HME	2	2		North
025 S	02/08/2016	10:37:35	12	289	1.68	1	1	MSL	HME	2	2		South
026 S	02/08/2016	10:41:48	12	283	1.57	1.1	1	MSL	HME	2	2		South
027 V	02/08/2016	11:04:07	2	3
028 S	02/08/2016	11:21:17	13	251	0.99	2	1	MSL	HME	2	3		North
029 S	02/08/2016	11:23:19	14	248	0.96	2.1	1	MSL	HME	2	3		South
030 S	02/08/2016	11:31:25	13	274	1.04	1.9	1	MSL	HME	2	3		North
031 S	02/08/2016	11:40:56	13	281	0.71	3	1	MSL	HME	2	3		North
032 P	02/08/2016	12:00:50	JWG	MSL	N
033 V	02/08/2016	12:00:50	2	3
034 S	02/08/2016	13:03:26	15	273	0.62	3.5	2	JWG	MSL	2	3		South
035 S	02/08/2016	13:07:25	16	244	0.22	11	1	JWG	MSL	2	3		South
036 S	02/08/2016	13:07:52	15	243	0.55	4	3	JWG	MSL	2	3		South
037 P	02/08/2016	13:30:32	HME	JWG	N
038 V	02/08/2016	13:30:32	2	3
039 S	02/08/2016	13:38:06	17	254	1.04	1.9	1	HME	JWG	2	3		North
040 S	02/08/2016	13:45:02	18	240	0.99	2	2	HME	JWG	2	3		North
041 S	02/08/2016	14:51:02	19	246	1.25	1.5	1	HME	JWG	2	3		North
042 S	02/08/2016	14:55:14	20	256	0.99	2	2	HME	JWG	2	3		South
043 P	02/08/2016	15:00:44	MSL	HME	N
044 V	02/08/2016	15:00:44	2	3
045 S	02/08/2016	15:03:17	20	230	1.04	1.9	2	MSL	HME	2	3		South
046 S	02/08/2016	15:13:45	19	290	1.68	1	1	MSL	HME	2	3		North
047 S	02/08/2016	15:31:05	21	253	0.16	15	2	MSL	HME	2	3		South
048 S	02/08/2016	16:00:38	22	262	1.08	1.8	1	MSL	HME	2	3		South
049 S	02/08/2016	16:06:35	22	249	1.04	1.9	1	MSL	HME	2	3		South
050 S	02/08/2016	16:13:06	22	235	1.04	1.9	1	MSL	HME	2	3		South
051 S	02/08/2016	16:19:27	23	270	1.25	1.5	1	MSL	HME	2	3		South
052 E	02/08/2016	16:30:28
